Trigram,polish,czech
"dř,1,12
m ',1,2
eźl,70,1
ać/,2,1
fas,40,8
jen,173,551
łno,93,1
ęsł,4,1
nsk,4,206
tě ,1,1608
ciu,320,2
-a ,2,1
ibu,7,32
zie,9705,9
"-",2,1
 do,9,1
ądc,2,1
thé,1,4
žas,1,25
ajn,131,25
ukę,36,1
ičí,1,83
váb,1,7
oba,1077,131
joh,186,59
ędl,2,1
sib,2,1
rul,2,2
oke,30,29
upę,28,1
"př,1,270
ągu,119,1
ódw,2,1
far,46,20
yed,2,1
sů ,1,12
aue,2,1
ka”,6,1
/"t,2,1
vu ,1,199
un",2,1
327,2,1
otů,1,6
zdł,26,1
piś,11,1
tzw,4,1
icó,113,1
-lą,2,1
ębó,20,1
ědr,1,6
"úč,1,3
 c°,1,2
"ov,1,4
l o,49,323
ýde,1,130
edg,3,1
3 z,2,1
"bó,27,1
sru,1,3
uçi,3,1
ły;,3,1
wgl,2,1
yň ,1,2
"„c,10,3
huk,5,1
009,2,2
vyd,1,111
erd,227,4
ghe,7,1
ń l,11,1
uez,2,1
stů,1,92
koy,2,1
bíj,1,20
egá,1,9
ýhr,1,7
ob',2,1
ž 1,1,3
ýr ,1,10
 tl,12,67
prá,1,1084
bív,1,2
 kň,1,2
hik,11,2
col,27,4
í y,1,3
pin,150,70
tak,2675,1350
reł,6,1
al:,1,4
ó b,1,2
uhe,1,3
tob,710,253
son,79,17
g"",2,1
rzu,499,7
ěvá,1,22
sáč,1,4
uzc,3,1
ł t,854,1
sna,72,251
e 5,13,4
"„m,8,6
«ja,2,1
eie,2,1
gwo,7,1
avi,8,485
ujo,8,10
 ts,9,1
400,4,2
ižá,1,2
dsk,10,60
fab,61,5
tře,1,1107
ímc,1,30
hu ,48,612
 dż,50,1
ułó,10,1
kné,1,17
ýbl,1,3
"sa,90,49
ć j,2,1
łma,19,1
zhů,1,28
ar:,2,1
imi,485,94
t c,575,81
kuš,1,57
ejo,35,12
 ss,20,1
e 6,4,1
"ať,1,23
áni,1,157
gie,1016,29
anď,1,3
afi,418,18
čum,1,2
lyw,3,1
żón,2,1
 61,2,1
 °c,1,2
úra,1,2
leť,1,5
 dy,194,2
tar,1432,461
ź g,14,1
ójs,34,1
0kl,1,2
ybá,1,11
ízr,1,2
rza,912,6
xx ,3,1
típ,1,6
ísu,1,3
eic,3,1
l” ,2,1
ziš,1,3
eci,1736,26
ure,41,17
łda,6,1
ęte,110,1
ięk,1248,1
n'a,5,1
21:,5,1
łol,2,1
„st,2,2
myś,1588,1
níz,1,222
vyř,1,77
coo,15,6
lże,8,1
"zd,107,136
rpy,5,1
s č,1,35
ěž ,1,14
ěja,1,236
ujó,2,1
vzm,1,2
š w,1,2
bój,76,1
ożę,26,1
š r,1,107
oid,6,4
oža,1,34
zi ,912,100
óźy,2,1
; v,1,4
iau,11,1
y «,2,1
ęp ,39,1
bců,1,2
gná,1,2
 6:,5,1
dek,290,52
sèl,3,1
lač,1,33
lam,135,80
luw,2,1
łte,21,1
0-j,3,1
ědá,1,4
dpr,38,4
jaś,189,1
ę e,55,1
rta,96,15
 zy,31,1
ciń,35,1
toh,2,870
mą ,64,1
lse,2,1
cip,26,3
n y,4,3
2 b,2,1
kei,10,1
aše,1,424
o 7,14,1
ł „,3,1
jsm,1,928
ere,553,100
inn,1117,61
mít,1,338
si:,1,2
b v,1,8
 ji,33,997
h ż,26,1
r o,25,15
ajł,6,1
orv,1,3
š o,1,94
bzo,1,7
0cz,2,1
ne;,2,1
órs,11,1
gub,197,1
yja,915,11
ałę,25,1
uša,1,2
adů,1,24
“ml,1,2
kcy,45,1
zuś,2,1
cra,4,5
pka,38,5
żne,275,1
lag,21,3
uwe,4,1
 nh,2,1
r ł,5,1
a ř,1,59
leď,1,5
y 1,21,1
 lé,1,270
:ch,1,2
ysz,1888,1
dj-,2,1
bin,93,11
"in,31,5
są ,1669,1
šub,1,3
zań,5,1
il ,32,2153
źną,10,1
lir,7,2
ko",3,2
ce:,2,2
f w,7,2
xtr,1,7
řma,1,3
áv ,1,4
nąd,2,1
ámí,1,2
oną,182,1
šed,1,20
átů,1,16
ýbo,1,27
ędó,55,1
19 ,9,5
"łó,4,1
 nů,1,48
k g,140,1
je…,1,2
obf,22,1
fis,43,2
a-t,5,1
198,15,4
— c,2,2
pew,752,1
včí,1,20
dri,34,3
ygó,7,1
 hř,1,34
ytá,1,21
 tá,1,54
mob,26,36
dě",1,2
mir,7,2
bdé,1,2
le',4,1
nké,1,9
"žr,1,2
cnu,1,8
sfu,3,2
óga,1,2
y/a,2,1
dur,51,6
rvk,1,3
hyō,2,1
ópo,2,1
mtí,1,3
yjd,341,8
t; ,1,4
kou,1,1192
lja,1,2
egy,1,8
goy,7,1
ężu,2,1
izn,78,43
ápk,1,2
etł,82,1
dmł,2,1
72 ,3,1
khl,1,89
‚ne,1,2
jšk,1,3
ežt,1,2
ytm,7,1
azg,6,1
(ru,2,1
yjr,31,1
ułg,8,1
07 ,3,1
hag,3,1
omé,1,8
6 w,2,1
 mę,335,1
hil,15,4
lto,20,3
joa,3,2
ywu,13,1
bit,74,136
 7u,2,1
ulh,1,8
áza,1,181
eś",2,1
eźn,3,1
ědu,1,16
a x,1,2
zsu,2,4
lžo,1,15
hob,49,9
ewó,2,1
ykř,1,8
šát,1,4
rcę,3,1
leś,19,1
góż,2,1
zwz,5,1
yva,1,24
í c,1,113
ř n,1,17
kůr,1,3
 sa,2049,279
nuj,277,164
szż,3,1
”od,2,1
lád,1,271
dży,15,1
ť t,1,33
ězm,1,2
ręd,71,1
zam,1667,226
giz,2,1
łci,19,1
oam,4,4
7 l,8,1
glę,72,1
zm”,2,1
ż -,2,1
lé ,1,195
ypn,4,25
 uż,336,1
ibi,28,8
opk,17,4
efu,5,29
jpr,14,7
73 ,1,2
iar,341,11
pom,2288,1166
džu,1,13
k” ,3,1
wła,762,1
mat,846,493
 fa,359,103
 če,1,631
ltu,49,8
"ba,114,12
aik,7,1
žňo,1,4
pty,23,3
two,2099,1
hrň,1,2
vrb,1,6
t w,1226,1
f h,2,1
z: ,7,1
ięn,3,1
ódn,28,5
4 h,1,2
šil,1,169
źna,34,1
"sz,222,1
th”,2,1
 kp,2,1
– f,2,1
oca,115,13
jea,7,5
 zv,1,434
lak,45,271
20:,4,1
"kb,1,2
"al,61,21
faś,2,1
kwi,292,1
m h,81,395
h ź,4,1
óżę,5,1
sze,3526,1
dto,23,1
nbo,1,2
e 9,2,1
udn,792,57
tać,933,1
ývk,1,3
est,15386,1562
rus,313,143
 14,20,3
tnu,1,22
ntl,2,1
odů,1,16
ecá,1,2
"of,3,1
łty,21,1
d ž,1,11
iše,1,177
výu,1,6
iżc,11,1
euž,1,18
kłe,48,1
ík;,1,2
ć k,3,1
ď r,1,4
ýta,1,23
kęo,2,1
met,207,70
lży,3,1
ajm,407,11
 wj,8,1
scí,1,2
z g,260,2
użo,603,1
rns,2,1
ď b,1,21
paw,10,1
0-3,2,1
 ry,369,276
cíl,1,31
i ż,127,1
gaś,19,1
“up,1,2
99 ,4,2
ń z,49,1
hta,2,2
evi,2,346
kań,109,1
zra,79,129
"pk,2,1
 ma,7223,2039
"ja,682,311
nze,3,21
w q,2,1
 zÿ,3,1
gií,1,4
azn,37,25
k v,2,243
i ź,5,1
śćs,2,1
věš,1,8
aż ,426,1
iro,44,41
ék ,1,15
o"c,2,1
rdź,2,1
váp,1,3
ýli,1,23
áke,1,20
eui,2,1
ę c,4,1
cur,11,2
amr,11,12
eio,2,1
łtó,2,1
d r,147,47
lię,29,1
5% ,5,2
zlý,1,12
říl,1,249
lýt,1,8
tha,11,8
rža,1,2
inv,1,6
 na,4,1
sła,491,1
ak ,4336,1921
roś,217,1
360,2,1
efl,7,3
kák,1,8
'ca,1,2
ćci,8,1
ik",2,1
jcu,24,1
ofl,3,11
ojn,297,15
rcj,23,1
syt,193,5
jęt,307,1
oná,1,37
vrn,1,4
t r,190,107
płu,31,1
% r,2,1
960,4,3
ać ,6,1
ádr,1,47
c č,1,23
eat,43,8
plu,34,14
š"",1,2
am ,2,1
wpe,2,1
š b,1,74
ěňt,1,3
erc,317,9
arf,5,5
álí,1,33
pód,28,2
14g,2,1
ínů,1,2
 zé,1,3
kys,2,22
ęć ,292,1
ymś,45,1
keř,1,7
ell,22,10
puł,17,1
„ka,2,1
uří,1,53
śbi,8,1
ę k,3,1
bte,2,7
ębo,59,1
jló,2,1
ecu,39,2
cz",3,1
zeo,7,1
r b,38,26
ědv,1,32
 3 ,2,1
chm,215,8
ębn,14,1
tác,1,41
htí,1,26
ot”,2,1
 ło,68,1
voi,1,2
wrz,70,1
ś ś,2,1
zpl,1,19
myć,34,1
tów,482,1
obě,1,394
asł,151,1
u x,4,1
wka,128,1
ełb,6,1
údi,1,2
yod,3,1
hřá,1,9
tuć,3,1
"zá,1,15
gón,1,3
 bb,1,2
ubn,18,17
tel,967,1172
bog,285,1
áce,1,269
zný,1,31
gu ,134,4
isj,33,1
""₤,2,1
ó w,2,1
stg,1,2
 23,6,1
tys,225,13
b a,7,2
oji,3,430
dzb,8,1
rsn,1,5
ć k,418,1
17 ,5,1
áłb,2,1
rií,1,14
ygł,27,1
aži,1,100
y v,3,432
dej,255,321
ciw,450,1
ěžu,1,27
lde,12,2
ařs,1,19
sec,11,6
túr,1,2
ným,1,122
pež,1,4
div,1,158
oží,1,26
aja,102,18
těc,1,69
ojč,1,14
 ut,123,127
áčů,1,2
rnę,4,1
žbá,1,7
sfx,2,1
ušu,1,19
ržo,1,31
a k,1529,501
zm ,20,1
 du,1135,93
ásí,1,4
zki,288,1
siu,7,2
odf,1,3
"čo,1,2
vok,1,28
plň,1,18
k: ,2,1
á t,1,399
"s ,1,25
ofa,35,7
lkl,4,8
miń,3,1
vrš,1,2
ląc,17,1
ogo,677,10
éva,1,8
řká,1,2
 de,2,1
ěre,1,17
lop,65,31
ěd ,1,15
” m,4,1
vba,1,5
zší,1,13
kas,181,9
yki,473,1
lch,4,2
els,618,51
i s,2603,1626
rům,1,20
éčí,1,6
ásl,1,75
eb ,37,8
pcz,23,1
íti,1,104
ršn,1,2
u b,360,235
moi,624,2
tif,1,3
ažš,1,6
dyk,165,16
qia,2,1
fa ,31,13
íct,1,199
aní,1,96
"vo,1,24
zvi,1,3
ěne,1,5
luł,4,1
bek,26,8
ees,3,1
ził,959,1
ysá,1,2
érn,1,2
ťoc,1,2
"oč,1,15
ekr,134,40
adm,31,5
ziń,2,1
ýni,1,3
 p1,2,1
óza,1,2
pę ,43,1
obw,33,1
vah,1,43
ć p,1246,1
dě ,1,169
šar,1,4
lbá,1,6
zeć,262,1
ejj,1,2
”"d,2,1
alę,19,1
sąż,2,1
pov,1,579
y j,1442,943
puz,8,4
ýkř,1,2
pě ,1,19
xoc,2,1
"gó,8,1
v 1,1,2
l i,26,17
rłę,4,1
ąsz,10,1
ílk,1,3
"si,35,7
c-u,2,1
bnů,1,2
ció,310,3
yws,14,1
ř ú,1,3
wu ,175,2
ídy,1,21
ekt,436,107
atę,116,1
cti,3,33
aňo,1,3
bno,73,32
lňt,1,8
ýše,1,21
l j,75,3197
žbě,1,6
avy,5,52
zją,6,1
lro,2,1
(po,3,1
g l,3,2
ciá,1,16
meň,1,54
 az,27,3
"sd,1,3
ydi,1,2
čát,1,33
i-w,4,1
y/m,2,1
jną,41,1
tę ,3,1
íja,1,2
asi,344,186
"ná,2,23
pcą,5,1
cíř,1,2
 95,6,2
yčk,1,9
 ci,3,1
teď,1,398
obó,46,1
ysm,6,10
rým,1,57
uśw,16,1
e r,1465,445
rós,8,1
yć ,3,1
 sd,1,15
al ,232,2838
jvl,1,2
być,1040,1
"zw,43,1
cyf,20,1
okd,1,13
c d,120,100
urc,50,3
o-w,3,1
196,12,3
ikę,12,1
wzg,104,1
röd,2,1
ęze,2,1
ź b,22,1
mti,1,4
sml,1,11
zoś,134,1
onv,1,10
ulz,1,3
ł n,943,1
roz,2435,1121
dwu,100,1
= π,2,1
ýlc,1,2
r"",5,1
dřu,1,3
ýpa,1,5
pss,1,2
pu ,51,31
a/ ,2,1
łoć,2,1
zep,658,156
gro,350,4
íň ,1,6
ÿcz,3,1
díc,1,4
úr ,1,4
uví,1,374
 kg,4,2
miu,22,2
uzo,16,5
deg,128,1
rár,1,4
„je,5,4
who,2,1
ěro,1,3
ż g,48,1
doi,5,1
jvý,1,4
r »,3,1
vod,1,387
13 ,13,3
idt,3,1
épr,1,3
o +,3,1
j; ,4,2
rmá,1,56
 eg,183,5
zny,612,7
ogá,1,4
zci,223,4
cvi,1,33
tań,392,1
ůbo,1,3
"oc,77,2
re",3,1
oh ,3,3
(4%,2,1
za",2,1
iń",2,1
em:,5,1
f f,1,2
by“,1,3
rek,287,89
sz ,4915,1
69 ,2,1
goo,10,4
ňůr,1,3
raď,1,3
yim,6,1
bsy,2,1
ę/ ,2,1
dbr,4,1
bwa,2,1
"yo,2,1
izr,6,5
aře,1,63
rce,116,19
čcí,1,2
“ja,1,2
vzá,1,34
toj,64,130
 dý,1,19
mni,3362,8
ydł,48,1
kwo,5,1
 mü,2,1
vzp,1,106
i-l,1,2
słą,2,1
učk,1,6
żur,4,1
"c+,3,1
buk,11,4
ty;,3,1
vou,2,359
q t,1,2
ásm,1,2
výv,1,9
wi:,4,1
yns,22,1
erg,84,27
4 p,4,1
daz,2,2
bąj,2,1
jęł,65,1
wio,298,1
vůd,1,7
gły,89,1
báz,1,2
nju,9,2
iże,50,1
”po,3,1
moř,1,43
y ž,1,51
ele,1623,599
chy,456,559
c 2,2,1
dwl,2,1
čok,1,24
tus,30,5
ěvo,1,10
esl,3,197
bót,4,1
otk,752,140
ęść,40,1
esó,12,1
iły,259,1
aot,6,1
psz,385,1
g i,10,1
'' ,2,3
 49,1,2
b w,33,1
kę",3,1
ruł,8,1
wbi,12,1
ael,10,7
ęty,279,1
264,2,1
ětí,1,56
ázi,1,9
vůj,1,410
b l,10,3
168,3,3
dnu,1,161
owl,28,1
 pc,30,1
‘ m,1,2
s g,48,2
na ,2,1
mse,3,1
sje,10,9
hnu,1,64
hna,33,75
dří,1,163
mňa,1,2
rwa,344,1
y f,107,13
ygo,544,2
užb,1,17
iq ,2,1
ici,376,358
ýro,1,23
čku,1,136
rch,52,82
apr,1031,70
i 7,2,1
slę,2,1
ąć ,448,1
ąte,210,1
źen,2,1
bów,41,1
ážu,1,52
ósz,2,1
rze,10779,9
iao,3,1
apc,14,30
"oj,46,3
ičn,1,36
irc,2,1
cíš,1,5
ámá,1,4
ikv,1,4
óże,46,1
erf,20,7
ąbi,5,1
ńki,4,1
ıvr,2,1
 wd,76,1
a „,12,3
95 ,3,2
uła,78,1
rda,36,8
cig,38,21
yzg,3,1
k p,550,239
noo,2,2
vo ,2,162
e x,2,1
paź,51,1
car,45,17
ň u,1,8
 (ł,2,1
mří,1,30
d 8,5,1
cib,3,9
eme,136,651
ňte,1,74
30k,1,2
cją,62,1
iký,1,21
ý ř,1,8
gaf,2,1
oly,1,220
ywy,67,1
koż,4,1
węd,47,1
; m,2,4
obl,598,512
riu,44,8
móc,307,1
eźm,37,1
"sf,3,2
 em,95,21
ółż,3,1
péč,1,5
máv,1,3
áču,1,5
amý,1,13
urg,28,13
a“ ,1,2
сь ,1,2
oud,3,80
ítn,1,27
lkę,117,1
ut ,89,170
; a,3,3
ejż,2,1
ů b,1,17
réd,1,2
ę l,191,1
uvr,1,3
(li,1,2
řet,1,72
hiń,106,1
esą,7,1
 „š,1,2
102,2,1
kác,1,33
jon,176,9
"uk,19,36
pčn,1,2
so ,41,27
lga,11,3
ilv,2,4
hý ,1,47
ci:,2,3
bíz,1,8
stň,1,5
rož,1,44
řif,1,3
te],2,1
ś d,328,1
b (,3,1
vte,1,33
ę a,192,1
 e ,3,1
¨"m,1,3
mcz,54,1
zut,36,5
kte,60,693
„w ,4,1
– d,2,1
ýpl,1,2
reś,66,1
 zm,877,237
nkę,229,1
(wi,2,1
"kó,1,2
 4%,1,2
onč,1,159
ný),1,2
rcí,1,3
ist,1174,646
 c ,6,1
gín,1,3
 7:,9,2
ě g,1,2
dém,1,31
ád ,1,759
laż,63,1
zmę,241,1
iic,3,1
evé,1,7
„fe,1,2
 b ,4,1
vni,1,86
rdą,5,1
hva,1,18
zdv,1,13
9 k,2,2
t ú,1,19
 kd,1,1266
toż,10,1
 jm,1,244
žít,1,126
 pu,420,59
ňsk,1,10
 śl,160,1
z(i,2,1
piż,9,1
cwa,5,1
dz-,2,1
uzj,33,1
tln,4,1
éž ,1,119
“ —,1,25
"vě,1,166
ily,15,90
nfa,4,2
 41,3,1
186,4,1
cif,2,5
vrč,1,2
„já,1,2
éka,1,105
í: ,1,6
yzk,2,18
kví,1,7
ębe,2,1
avo,2,293
sož,1,2
bda,6,3
rtn,19,9
osp,223,137
m 2,9,1
pei,2,1
31g,2,1
ěry,1,13
b k,11,2
ę ',4,1
 fá,1,6
zmn,28,1
uřc,1,3
lod,128,52
ázu,1,13
yne,124,35
ity,244,27
152,2,1
zač,1,415
ać;,3,1
dąs,2,1
 un,183,182
ltr,7,5
dea,61,1
fů ,1,2
isz,2114,3
ułm,17,1
asz,3331,1
arś,5,1
kał,727,1
ymb,17,8
won,558,1
r ż,2,1
zę",2,1
pcj,37,1
:15,2,1
tma,2,36
lat,1064,1145
háč,1,6
eph,1,2
ýba,1,11
łą ,201,1
wyo,86,1
ntr,128,62
n-j,2,1
wyu,4,1
ryp,25,1
s ",2,2
 sy,492,190
ovd,1,16
vác,1,22
uap,2,1
jfu,21,6
52 ,3,1
w d,736,1
 gę,42,1
ol ,35,41
śmi,859,1
edd,2,1
 zá,1,493
bád,1,2
udi,189,117
aró,274,2
ł 8,3,1
kol,1301,1257
loň,1,5
 5:,2,3
ufr,1,32
uft,2,1
záv,1,106
áčí,1,9
upý,1,30
011,5,2
šej,1,18
iví,1,28
ez ,1345,238
dzv,1,4
zło,1010,1
níš,1,25
bam,45,12
"ud,41,103
ę c,1160,1
lle,26,6
jbě,1,2
lia,61,17
můc,1,2
ntę,3,1
log,156,53
óng,2,1
poo,9,5
jog,16,7
łyb,9,1
ědč,1,76
náz,1,76
krb,1,4
pil,142,584
vuč,1,4
žďu,1,3
cał,1001,1
rof,85,40
 (z,4,2
gag,6,1
odv,1,138
oss,4,2
š i,1,8
ňov,1,20
naj,1605,293
maś,4,1
ka-,4,1
řuj,1,26
rra,5,2
nzu,4,9
ět ,1,330
ý p,1,293
opr,674,493
yči,1,11
nás,1,390
9:0,4,1
štb,1,2
fův,1,2
ězů,1,2
łży,3,1
lbł,13,1
'ie,2,1
pcę,4,1
0 d,74,7
żes,626,1
ęgą,4,1
hvá,1,31
bsl,1,10
zeč,1,3
řké,1,4
c ł,4,1
rwó,6,1
940,2,1
ojd,14,8
umk,13,1
sym,61,14
 oř,1,11
krč,1,3
“už,1,2
éčk,1,4
tsa,3,1
tsu,21,1
eac,6,1
908,2,1
ělc,1,5
nuč,1,3
ypi,184,29
ádh,1,18
gor,345,8
oi ,218,2
éžo,1,2
ża:,2,1
ywe,40,1
ngn,3,1
ups,9,2
ěče,1,25
url,49,1
dzó,9,1
oża,92,1
ánu,1,91
str,2177,970
4 o,2,1
​​n,3,1
42-,2,1
ank,404,67
cný,1,65
ruu,2,1
3 c,4,1
"że,26,1
yjs,64,1
 zt,1,169
dźb,2,1
ábě,1,2
wil,471,3
skc,2,1
030,2,2
moh,3,1006
dup,20,3
dśn,4,1
pog,398,1
rey,4,1
ume,181,31
veř,1,202
lié,1,2
00-,5,1
nęl,71,1
róp,2,1
ką ,435,1
ź; ,2,1
v o,1,93
ípl,1,3
szą,415,1
egr,105,21
u"t,2,1
rné,2,56
ydo,173,1
aźń,25,1
hno,30,404
zd ,44,7
ypr,131,67
bee,4,3
ju”,3,1
zuo,4,3
hyt,3,99
rýc,1,57
r s,61,63
mny,141,1
ítk,1,14
ydż,2,1
łko,218,1
jšť,1,5
węż,33,1
áží,1,44
łym,440,1
uř ,1,8
ć 3,8,1
„uw,2,1
kt ,491,17
těž,1,292
jíh,1,12
""t,550,521
hác,1,7
ywi,307,1
 it,7,43
zos,1735,4
ovč,1,3
z 9,3,1
gis,7,6
cto,3,3
r a,9,17
cmi,1,3
rń ,2,1
kua,4,1
ngj,2,1
smk,1,2
ája,1,2
zmi,598,59
uża,49,1
upk,20,4
ivi,3,38
ymą,2,1
żyz,6,1
"pe,34,25
yńm,2,1
twe,150,1
jch,1,8
3 r,10,2
dbó,2,1
usi,1685,117
ł(e,5,1
ď 2,1,2
ngm,2,1
iel,3754,9
nu ,210,429
řmá,1,3
dfo,1,2
meč,1,21
"ką,3,1
w ",4,1
yyy,2,1
dče,1,17
ant,286,126
uż ,3,1
y(a,2,1
plz,1,2
ks",2,1
tię,16,1
jno,53,41
1go,2,1
ski,1709,1
pín,1,14
káň,1,2
ząć,89,1
ýže,1,8
é b,1,139
k 2,2,2
ůdu,1,6
otr,1426,106
c 8,2,1
cén,3,11
të ,3,1
čed,1,3
ócę,49,1
ešm,1,2
bić,1247,1
"uż,15,1
jdů,1,9
moź,2,1
bs ,3,1
— n,1,2
esr,3,4
nds,3,5
uzn,60,49
zyć,1354,1
idu,35,22
mha,1,2
obk,7,30
eže,1,50
cpe,3,2
dźg,5,1
č v,1,19
zav,1,338
avd,1,649
aa”,2,1
wle,17,1
"or,6,1
ěžš,1,15
:25,2,1
ch ,3669,2023
hci,1436,738
lek,1033,190
jpf,2,1
​je,6,1
5-l,2,1
 tę,575,1
"vd,1,2
obm,7,1
sul,10,1
inc,31,65
jów,66,1
„wo,2,1
emš,1,10
reż,7,1
taj,1014,95
nbá,1,2
p h,2,1
„hl,1,2
nčn,1,9
ódi,1,2
-sk,2,1
óbó,2,1
c x,4,1
elí,1,117
rcy,15,1
„do,6,2
vos,1,89
suž,1,2
úča,1,35
ii ,322,90
pół,337,1
ená,1,336
tij,1,2
zve,1,87
ces,707,248
18%,2,1
m(s,2,1
tby,1,7
kę;,3,1
ijď,1,17
(st,2,1
msy,2,1
ívi,1,98
bdr,1,9
ečt,1,41
490,2,1
fťá,1,3
a g,863,20
bri,26,19
úho,1,2
ulá,1,42
mhl,1,55
věl,1,82
hul,3,21
ónu,2,8
s ś,3,1
děk,1,109
ůzí,1,2
ěči,1,4
 có,155,1
 ó ,1,3
bus,290,165
pný,1,17
yrł,2,1
švý,1,6
0 l,78,9
ś r,138,1
„oc,3,1
pra,5102,1706
apó,17,1
ybk,405,4
ijí,1,163
 at,134,41
c t,133,71
ípo,1,2
m 8,2,1
mmr,2,1
ębę,3,1
mič,1,3
cai,3,1
uše,1,208
upí,1,78
 kr,1256,636
hto,2,36
vem,1,34
něz,1,138
b ż,8,1
 0-,2,1
 ox,2,1
tré,2,30
bně,1,75
dop,374,319
mní,1,36
luh,1,26
„ty,4,1
ise,25,22
iff,5,2
aćt,2,1
tka,963,279
 im,519,12
ż 5,5,1
ajż,3,1
wsa,10,1
tů“,1,2
p-h,3,1
fec,3,1
 zd,1552,312
naď,1,22
bři,1,12
ozs,144,22
weń,2,1
tom,10089,11164
“ně,1,2
żów,5,1
3 t,8,1
ubt,2,1
vůn,1,9
ysł,422,1
eš-,1,7
ušm,1,2
lmö,2,1
znk,2,1
ęć ,2,1
tky,1,106
gře,1,2
mód,9,13
989,2,2
ořa,1,4
vil,4,562
ker,22,28
lců,1,2
oon,2,1
'ni,2,1
ood,29,5
z j,660,68
u o,276,291
ném,2,71
ięz,91,1
 řv,1,6
pps,2,1
 wę,97,1
61 ,4,1
čká,1,45
ůzn,1,22
1 7,2,1
ałb,909,1
ąsy,9,1
uov,1,4
bró,19,1
ykv,1,2
tuz,35,1
łkn,12,1
il:,1,3
eą ,2,1
ejš,1,61
pru,5,10
 kj,1,6
em),1,2
gla,22,3
"ar,8,2
zę/,2,1
y -,16,2
ję”,3,1
zký,1,35
ruw,3,1
cod,202,1
amo,1375,106
ta:,2,2
lép,1,96
ste,4219,1231
 žr,1,7
ýky,1,3
abs,108,19
zaš,1,9
výd,1,5
kl:,1,3
gę ,1268,1
0 p,29,2
"dź,3,1
cát,1,9
ócz,60,1
b'o,2,1
udk,6,16
dňu,1,4
i r,474,294
edé,2,13
uře,1,59
"tá,1,4
k j,462,466
o m,3115,1552
háň,1,2
oci,540,292
974,3,2
"zs,4,1
téc,1,19
ère,2,1
thr,2,1
čan,1,37
n k,230,92
has,89,39
rob,3965,411
ura,452,97
m 3,2,1
poć,5,1
áčc,1,3
uos,7,1
ł"t,2,1
řid,1,105
ady,334,618
zęł,177,1
ále,1,447
włą,57,1
t-s,3,1
euv,1,46
lm ,76,47
ą -,10,1
adł,714,1
hod,1773,1774
n 2,2,3
žuj,1,110
ie ,32058,189
níž,1,70
ęda,18,1
ngv,1,13
 8:,4,1
 w ,9075,1
ębi,164,1
raç,1,2
dná,1,167
gaz,190,2
5 s,5,1
id ,14,12
ečl,1,22
ars,472,54
:0",1,2
 še,1,274
7 p,3,1
rod,1721,650
x o,2,1
tva,1,119
zín,1,35
pie,3650,2
unb,1,2
biś,37,1
hi",2,1
cír,1,4
pił,794,1
"tę,14,1
w 3,2,1
lcu,4,1
hán,1,60
uuj,14,1
oďt,1,8
pūb,1,2
ása,1,16
y­m,2,1
jhe,1,2
psu,156,6
še ,1,307
ięż,397,1
hi ,18,1
ñez,2,1
ło:,2,1
nęd,9,1
gi:,2,1
sko,1194,369
moa,2,1
emo,271,631
adó,42,1
z i,232,10
owó,100,1
smo,63,7
-ja,2,1
ceň,1,12
tkn,63,18
cab,8,1
ką",2,1
kać,518,1
kno,154,122
 úš,1,2
u g,104,7
joz,2,1
low,347,1
aćo,2,1
íp ,1,10
'or,1,2
dżd,6,1
sur,84,10
uee,2,1
ndu,45,39
ięś,14,1
udý,1,25
šva,1,7
étn,1,12
a 2,31,4
fił,59,1
węz,3,1
boč,1,16
álý,1,5
hav,1,32
aib,2,1
ónt,2,1
yae,2,1
ždí,1,42
ią;,2,1
tli,24,476
išn,1,4
tuł,13,1
ą s,970,1
 oł,60,1
gua,8,3
ačk,1,98
déh,1,24
bíš,1,28
-fi,5,3
ksc,33,1
"zj,39,14
íza,1,4
otm,1,3
ółm,89,1
łkę,139,1
ę"n,2,1
nde,57,30
wi ,948,1
nas,1820,112
utí,1,95
ldl,2,1
jčí,1,12
frá,1,7
rub,89,32
ął ,2,1
ynę,107,1
zda,723,96
dz ,233,1
męs,8,1
ón ,2,5
968,3,1
— b,2,2
uzš,1,110
a i,793,34
hyť,1,4
táš,1,14
mař,1,10
bní,1,66
yši,1,8
yšk,1,5
řšt,1,4
0 j,23,3
cho,2928,1168
ugu,52,2
yl­,2,1
jit,2,30
yfl,2,1
ď l,1,6
ěha,1,13
ýž ,1,5
šte,1,26
"„v,1,2
ělk,1,8
860,2,1
edp,7,38
uły,32,1
 se,567,8710
ę 4,3,1
 lę,9,1
ym",5,1
hvi,1,44
oňs,1,5
siv,1,16
1-1,2,1
aul,32,9
eşi,2,1
86 ,2,1
upe,261,84
wce,94,1
sům,1,3
de",2,1
bíh,1,8
ežl,1,35
ěda,1,52
 dí,1,368
dra,189,291
ílý,1,16
 uś,158,1
iań,13,1
ba ,812,230
„ag,3,1
esa,138,45
tt ,6,2
dká,1,12
gel,8,5
fad,7,6
ays,3,1
rsh,4,1
j 6,5,1
zez,1008,20
zau,195,19
epů,1,50
