Quadgram,spanish,portugese
uzo-,1,2
"fem,2,1
cio',2,1
 á t,1,2
é ib,10,1
biól,14,15
murt,2,3
ndil,33,2
'fic,1,3
ra a,2378,5462
ecei,1,360
w du,1,3
lten,15,2
pa' ,3,1
náva,1,4
so-m,1,7
ii o,1,3
ze o,1,21
cíta,5,3
ia 6,1,2
tedd,2,4
vean,32,1
tães,1,6
 mcd,10,7
zna ,5,1
afúr,1,2
turi,134,124
eco ,98,58
acçã,1,6
fíat,2,1
rf q,2,1
ãno ,1,2
09 e,2,2
íla ,4,1
rrez,11,1
letr,234,438
m óv,1,16
u câ,1,5
¡loj,2,1
pua-,2,1
pani,18,9
245 ,2,1
o ka,14,24
é vu,6,10
neld,2,1
c ún,2,1
á o ,20,678
35 s,2,1
em d,1,3
pone,1701,276
ectá,89,2
alín,12,9
ujón,7,1
cé h,3,1
enav,8,3
-lic,1,2
oid ,4,1
nlos,14,1
“pli,1,3
"¡cl,7,1
ucaç,1,139
mant,1045,867
"a10,2,1
-y v,2,1
 eic,3,1
a st,16,14
“da ,1,2
d4 y,2,1
tsce,1,2
beni,8,29
ópol,6,13
urik,5,3
 voy,1387,2
o 'm,1,2
bujó,19,1
be i,36,38
na -,6,3
ietu,15,5
zo i,33,3
tugu,175,587
ezza,1,2
u”; ,1,2
-lou,1,4
búme,2,1
 gên,1,149
la) ,1,2
 ája,1,2
tiu:,1,5
brrr,3,1
hn b,4,3
ê li,1,55
mals,3,3
rcir,3,1
ssés,1,10
aps ,3,2
 aɣe,2,1
 –se,4,1
er j,120,177
ó ta,129,7
tter,53,54
 raq,41,56
""ry,1,2
slão,1,3
n ap,348,6
uiñu,7,1
rodr,11,13
vo e,717,321
​pel,1,3
ok p,4,9
equá,1,2
 gír,4,9
-mud,1,5
vead,1,15
rtóp,2,1
303 ,1,2
ivo",4,4
efaz,1,17
ar-f,1,3
¡dup,2,1
agão,1,31
 81 ,5,7
airb,5,7
pple,11,8
abié,3,1
peño,21,1
stab,5882,106
ei m,1,738
igér,1,10
homô,1,3
 dus,2,2
liet,8,3
h al,3,1
huté,2,1
oero,1,2
k nu,3,1
ojét,1,6
robi,28,16
najd,4,4
 fab,109,81
ojái,6,1
ro ô,1,2
dião,1,4
nbee,1,3
llat,80,3
molo,23,20
suár,2,53
 zum,115,27
esgó,8,1
ne w,5,2
htra,2,2
 bos,1241,2144
m gé,1,2
ic 3,1,2
; go,2,1
ruko,2,4
 xen,11,10
¡aux,4,1
uau",2,1
sin-,2,1
ilso,11,8
nife,73,81
a íl,1,2
y y ,183,1
ncli,92,90
og"",2,2
"dej,117,1
o câ,1,41
u al,165,650
ué(e,2,1
aĵo”,1,2
xalt,4,19
refá,1,5
maúl,9,1
vem…,1,2
ga c,215,131
"zel,1,4
pé j,2,3
iê d,1,3
 log,494,625
ísse,1,67
h 'i,2,1
» de,3,1
y la,1344,6
treu,1,4
sé: ,5,14
"ma ,1,2
"":",4,2
eñec,5,1
édic,628,789
evág,1,2
ud d,115,1
cáti,1,4
apti,15,6
 one,5,6
ria;,3,14
10 c,7,4
ware,53,40
noto,17,94
“plu,1,3
a ye,34,1
l df,2,1
per ,116,77
sseg,1,150
b ba,1,3
ofís,4,4
eist,5,2
ueu-,1,7
polo,93,125
ndeg,3,11
1944,1,5
zilb,1,4
vi p,16,50
acuñ,3,1
i ja,40,22
/ vi,1,13
cia",14,8
ippo,2,1
én"",2,1
díbu,16,3
idao,2,1
onav,34,101
un z,62,1
disq,5,8
teol,7,13
gán ,4,1
ó it,3,1
igna,157,95
uço;,1,3
a a ,1,3
ócci,1,2
amín,8,6
ueon,2,1
de c,7060,7657
¿apr,10,1
zadl,4,1
axim,4,5
/ áv,1,2
3 na,1,3
s (i,1,4
50$ ,2,1
ánod,2,1
osid,129,76
artp,6,16
r-ex,2,1
o; e,35,82
k to,4,5
láct,45,19
ho /,1,12
ixon,9,437
 ele,1059,11666
de π,3,2
 éso,11,1
epom,7,13
exar,1,7
rmãz,1,17
eu; ,1,14
""ti,22,21
om o,136,3877
amih,1,3
opd:,2,1
ndrí,265,2
hubu,3,1
a ¡t,2,1
em a,2,3856
nep),1,2
 nuo,2,1
is ô,1,5
én f,72,1
‎"nã,1,2
azin,2,49
povo,2,443
i oi,2,1
¡her,7,1
zôni,1,25
tz p,1,2
diz:,1,12
udes,116,282
ebey,4,1
'end,1,2
oali,8,3
ba h,228,10
rrev,18,6
clét,1,4
 dup,30,57
ôs a,1,72
stor,1141,143
sa"¿,2,1
hot ,5,3
ciab,60,2
vo v,49,68
trob,4,8
an 4,2,1
racc,89,1
-- e,1,2
amox,2,1
iu g,1,14
cutó,6,1
art ,11,9
; do,4,3
ábil,51,21
riob,4,1
uffi,1,3
yámo,16,1
 ska,4,16
ol l,17,9
 pét,18,13
gnar,17,8
e 8 ,8,16
l 10,15,2
mári,6,146
denn,7,2
 960,2,1
átir,7,3
nzás,2,1
á tí,1,4
: 1 ,2,1
iei-,1,9
lso;,2,1
a hí,3,1
tore,365,318
0 pa,32,41
(nep,1,3
tf é,1,2
(y l,2,1
piou,1,9
eage,1,13
edim,86,96
 y ¡,4,1
0 na,2,4
às í,1,6
lá i,2,14
so e,1594,1308
ucot,3,5
elli,109,8
nã a,1,2
y an,164,12
 ç ),2,1
dams,6,5
b lh,1,3
lum ,6,2
b6 p,1,2
ús a,13,1
ipo-,1,2
a al,3577,1990
on 9,2,1
z tê,1,3
surg,71,142
 lai,11,12
ixav,1,42
 nai,16,4
ô fo,1,11
íça ,1,19
roen,13,14
ogon,3,3
oj r,8,1
 «ro,2,1
- có,2,1
'no ,4,2
iu à,1,65
iriá,2,1
- a ,3,18
soll,19,2
ixõe,1,10
''pe,1,2
réei,2,1
 mex,38,191
sh-u,3,1
lmes,16,165
árra,48,1
 kot,3,2
 03/,1,2
 -de,2,1
r bú,2,10
íncu,15,10
crio,10,99
vós;,1,2
tt-p,1,2
"201,1,3
 v i,1,2
rdér,11,1
ú sí,8,1
ue b,401,349
rtón,44,1
"aun,247,1
lóst,1,2
 só:,1,2
u pn,1,3
shur,2,1
éu i,1,7
 cha,695,3282
"agu,11,14
on—",2,1
l eg,17,1
isła,3,2
 é à,1,26
atoc,5,1
o az,97,151
"cer,26,57
spor,107,359
1173,2,2
n aé,2,1
¿beb,15,1
libr,3645,65
ailé,6,1
be à,1,3
le ó,2,1
iams,4,7
 tuv,1219,1
"end,2,6
18% ,3,1
ncuz,3,1
bs s,2,1
pabo,2,1
hích,2,1
5º a,1,4
enu ,1,2
ncor,151,642
hosn,1,2
amúr,1,2
łgor,2,1
i-ti,1,2
lia",6,2
dil ,27,549
„sed,2,1
hbar,2,1
e 47,2,1
hioc,2,1
ó ár,2,1
só v,17,114
upef,17,10
bogd,4,1
"nom,5,2
omín,3,70
ligu,18,253
o óp,5,8
nu s,5,4
icue,7,1
práb,2,1
i eq,40,2
"hit,4,2
-lo;,1,4
ckli,2,2
rouc,4,21
kal ,3,1
egió,100,1
fede,46,73
ó pô,1,3
d; p,4,1
ro 5,7,4
wint,2,1
"¡tr,11,1
awye,1,2
denz,2,1
pál ,1,2
 – r,1,6
tué ,4,1
¡lam,2,1
oia-,1,3
comm,3,3
"oli,4,2
tuab,9,1
lboa,1,2
 edw,4,5
v tr,2,3
r 50,4,11
cráv,1,4
es l,4834,349
s-lu,1,9
ña"",6,1
spéc,1,192
¡vís,3,1
nro ,1,6
d nú,2,1
07 m,1,2
io c,522,463
tréa,4,1
1 en,6,1
impa,212,442
a (o,1,10
uáti,13,18
drer,3,1
 “lí,1,2
trog,6,23
¡nót,3,1
zó q,3,1
herr,111,1
répa,1,2
p i ,2,2
964 ,2,1
z ul,4,5
"" a,39,36
lá é,6,21
ón -,2,1
fás ,3,3
" th,1,2
ntác,24,4
mpou,1,87
ñe p,2,1
lá e,61,140
40-4,2,1
ynn ,4,3
jai ,1,2
 r$4,2,1
tict,12,1
 «fr,2,1
murc,45,15
 agê,1,43
ifac,6,1
guen,182,149
ábin,2,1
uia ,17,318
ta a,1877,1369
"sit,1,2
emas,2739,756
ícha,3,1
sar;,2,3
ja r,40,41
ol-a,2,2
to-j,1,2
e 65,7,5
xes ,1,155
rnot,2,1
ir ",44,3
o qi,1,2
ebby,1,2
n “n,2,1
imic,5,3
; vê,1,2
 nap,21,23
or j,83,128
urár,1,2
aoar,2,1
in w,3,2
tavo,54,39
papi,29,12
chle,6,7
nyne,1,2
úei ,1,2
icás,5,10
fect,822,29
nóia,1,2
nĝi”,1,4
rã t,1,3
r en,3781,556
"tan,68,27
ojoe,1,3
ázio,1,3
beyl,2,1
dé m,44,1
x-es,6,8
 b8 ,1,2
va x,1,4
84 h,1,2
lsha,2,1
– ou,1,5
asif,24,1
"mue,7,1
s -n,2,1
e im,907,1074
a "",310,263
sóce,1,2
¡los,29,1
5) d,1,2
03% ,1,2
gíra,5,1
 irr,241,399
cor ,18,266
ctat,43,47
¡tu ,18,1
etun,3,28
" na,2,18
bibi,2,1
ugié,2,1
 $3 ,2,1
abud,1,2
620 ,2,1
boaa,1,2
éris,1,3
"ode,1,21
açad,1,371
ocol,251,203
tó m,176,1
z lí,1,7
entâ,1,4
avab,33,1
blar,2484,3
"¡no,184,1
o rí,21,28
"¡¿q,2,1
odím,1,3
fo e,31,15
aviā,1,2
bané,16,1
ey a,25,2
ad b,30,1
egav,1,68
o pí,3,4
á só,5,19
nt i,2,1
s 53,1,2
mó p,68,1
bênç,1,45
itúr,2,2
azúc,239,1
lflo,2,1
"ked,2,1
etca,1,2
labo,229,150
l ge,125,12
goro,15,44
ana',2,1
rañó,7,1
008 ,4,5
ad¡d,2,1
ou-n,1,25
te¿t,2,1
«¡de,4,1
reşi,2,2
 ''h,2,1
-m-i,2,2
tark,2,3
itt ,2,3
púja,3,1
vé r,4,1
e-ba,1,3
 íco,4,9
alot,8,8
íame,22,1
e pc,2,1
"¡fr,2,1
nham,3,829
saun,6,3
epla,4,1
ragr,1,15
lte-,1,5
odá-,1,29
n 'm,2,1
cámo,3,5
tióp,1,7
uí é,3,3
jazm,7,2
”) j,1,2
 mun,2239,2423
ohet,23,1
m lá,1,178
tadl,9,1
aude,28,20
ndib,27,2
"oct,2,2
ingv,2,1
 tos,138,98
xe o,1,122
séja,2,1
x-at,1,2
go-s,1,2
- cu,6,1
encr,9,27
ña q,61,1
nhar,2,1008
ma s,400,1435
¡mal,18,1
; ni,6,3
ltra,75,114
 lul,3,11
idrá,2,6
irañ,5,1
 deo,1,3
añet,5,1
“maf,2,1
kiyo,2,1
“eis,1,3
ópil,1,3
 90 ,19,22
1954,4,5
tú b,7,1
»"¡d,2,1
la j,372,243
btro,2,1
nd ",1,2
idne,7,4
ñast,29,1
be v,22,17
ébei,1,3
çam ,1,304
uddy,2,1
agua,2135,164
arpa,73,33
ó ór,2,1
uí l,61,1
 koc,3,1
um v,3,594
opac,11,14
susa,40,43
mine,215,271
; vó,1,4
eyed,2,1
ices,597,44
l ts,2,2
ece:,2,2
"len,10,16
dmeo,2,1
-15 ,2,3
úbal,3,1
rço),1,2
mpo”,1,2
ensa,3263,2895
padr,2580,275
o lê,1,33
mkhi,1,3
lla",9,3
avó ,59,133
ymar,5,8
envu,28,1
op j,2,1
uçou,1,2
 êxi,1,36
irre,140,140
sopo,364,18
sibl,1113,2
m-es,1,14
al” ,1,3
ou 0,1,3
eleo,7,2
erva,536,727
hion,2,1
ínel,2,1
 rã”,1,2
edua,5,3
vó j,1,2
puas,2,1
 ""@,2,1
1503,2,1
teba,13,3
 à q,1,23
alpã,1,3
psit,1,4
moki,1,14
ó fô,1,2
 — 1,1,2
o põ,1,17
niro,2,1
o 'n,1,2
bret,54,60
vésp,1,39
é as,32,220
l ba,966,20
helí,2,1
rgio,14,5
ola;,2,6
manq,3,3
isoñ,2,1
ris:,1,2
tut ,2,1
—ent,3,1
n pt,2,1
zqui,290,1
tiça,1,154
4 ca,5,5
a o ,510,6415
odro,2,1
et d,37,10
til:,3,6
 ião,1,2
rcer,179,44
65 d,2,4
ês v,1,383
s tr,1815,1341
os"¿,2,1
ádeg,1,4
tl t,3,1
 3 v,5,3
pa l,68,21
"ĝi",1,2
igró,7,2
(197,2,2
ã ou,1,12
lta-,1,31
feté,3,1
odo),1,2
bano,74,32
firo,3,403
a’l ,2,1
% ma,1,2
''de,1,4
taéd,5,1
ick",1,3
sipp,4,4
hom",1,2
eugê,1,3
ey i,7,2
ní s,3,1
"“en,1,2
colí,17,9
p é ,1,10
em ú,1,15
iróm,7,1
fa n,4,10
znan,12,1
ibad,14,1
ko e,36,16
) me,3,4
ma h,137,578
ões:,1,12
ídel,30,1
naud,10,5
oriz,228,274
à ca,1,240
y 12,4,1
or a,1435,1492
hkov,2,1
i-gu,1,2
a: ',1,2
suyo,137,1
31 m,2,1
rla;,2,1
ajav,1,16
ché ,135,1
talí,2,5
eríl,1,3
98ºc,2,1
-but,3,3
damo,354,192
irân,1,2
ngui,175,141
quej,346,6
zo u,258,2
nefa,13,2
u fá,2,7
 xvi,22,37
ólam,2,1
ofre,247,300
afé;,1,2
onre,77,1
feja,1,3
inji,3,1
ipad,64,56
a oo,2,2
désp,3,5
jazo,7,1
bhop,4,1
 ¿ll,3,1
¿apa,6,1
y ye,6,1
rmon,59,54
 bam,16,19
rlán,10,1
éanm,5,1
cep ,1,3
as b,861,867
ngas,393,115
ips",2,1
aarn,1,2
slic,5,1
27-1,2,1
ks (,1,2
litt,5,4
eiev,1,2
t le,3,1
¿haz,2,1
oron,129,112
 (ia,5,6
ivif,2,8
um ó,1,135
a m ,2,2
otih,2,1
ê dá,1,20
 ¡pr,4,1
élvi,1,2
s ya,273,3
i vo,1,2
póli,7,13
11-0,2,1
ompô,1,12
ag y,2,1
nged,1,10
is: ,4,25
nlo ,49,1
ônti,1,2
ño 3,4,1
oaz:,1,4
sgov,1,3
ierá,1,2
hn t,21,15
am 2,1,4
"“me,1,3
bron,90,56
 jur,135,159
cool,3,111
evai,1,10
po (,2,4
ealt,14,1
"jul,7,9
s ye,25,1
tuló,9,1
a) a,1,7
áaqu,1,2
 gáu,1,2
th m,6,6
ver-,2,70
glad,35,9
bres,1106,138
ém r,1,77
émur,1,2
s sé,6,63
r câ,1,9
ge y,5,1
iô v,1,2
 esf,364,453
 úsa,2,1
hesi,8,61
es j,385,182
ayca,2,1
) qu,8,14
eots,3,1
lhum,14,1
 aum,234,229
"—¿t,2,1
atig,28,7
fogê,1,2
lto:,1,2
asac,24,188
boa-,1,7
zerm,1,35
haja,3,92
éus ,1,35
pam-,1,4
a ax,2,2
ê ai,1,337
te…",1,2
a só,109,285
emij,2,1
gobr,1,2
"doç,1,2
yoni,2,1
troi,8,131
duco,1,7
-chi,1,4
uo h,3,1
un «,2,1
s ¿t,2,1
ús"",2,1
í ma,50,2
lt"n,2,1
síti,1,68
(suf,1,2
a 72,1,3
ya/y,2,1
ilil,1,2
guaj,166,3
9 (o,1,2
"bús,6,1
ê; i,1,2
tham,2,3
«¿ti,2,1
í es,584,20
hore,8,823
lock,17,15
bára,1,2
spól,1,5
umez,2,1
mbán,2,1
34-4,2,1
fman,1,3
setu,1,2
01 o,1,2
ndud,7,1
ydéj,2,1
ipê-,1,2
u eg,7,13
5 en,5,2
nn a,3,4
rgma,3,2
neab,22,1
dio:,2,2
"“es,1,5
hi f,4,3
3% e,2,1
r-gr,1,2
ófer,8,1
s rú,3,5
e:- ,1,2
107 ,2,1
xiǎo,9,1
chho,1,2
ír o,4,1
liçã,1,180
 prú,1,2
cheu,1,61
enes,3272,112
 aoc,1,2
tiag,20,17
zoáv,1,54
h pe,2,9
rnol,4,8
b da,2,2
i lê,1,4
uiaz,2,2
ofíl,1,2
ã er,1,8
nze",1,2
dúzc,2,1
st-s,5,6
iis ,1,2
(192,2,2
 ez ,2,1
2 y ,5,1
é"" ,3,2
rk l,8,1
ealz,2,1
eguí,175,6
dápi,2,21
o-ab,1,2
r vá,5,93
7% m,4,1
ane",2,1
nuna,5,1
g ig,1,2
u vê,1,10
zbur,3,2
4618,2,2
fe h,6,5
a'' ,3,2
ad c,278,3
rly ,1,2
inra,2,1
e al,3873,2387
ospo,38,3
a (a,2,4
pisc,158,170
 tao,5,5
anzi,2,14
a //,2,1
e 8$,2,1
reen,237,838
n aq,419,2
oage,1,2
ib d,4,2
svan,28,20
qr c,1,5
oçou,1,40
ádiz,4,1
iáds,2,1
simã,1,2
o fi,254,2808
 kio,91,7
45 s,2,2
sanz,4,1
 mad,1945,469
yegu,11,1
éenm,3,1
erab,513,5
o jó,6,1
un 6,5,1
atwa,2,1
nker,4,2
ã im,1,2
 «¿m,2,1
te y,627,1
whis,26,4
elef,218,882
õem ,1,55
ocaç,1,37
o 1:,1,2
o ví,13,79
p: o,1,2
"ger,6,21
rses,2,1
holi,10,1
cirá,23,1
pôs-,1,16
cris,415,321
rkus,3,3
nçai,1,3
agic,3,3
ó cá,2,1
rio-,1,14
ólia,1,17
u pa,1072,3767
ast ,4,8
ora",5,7
de —,2,5
blei,1,13
3546,2,2
ndam,279,349
ránk,2,1
"¡¿y,2,1
z 9 ,1,2
"él ,1590,1
corf,2,2
nec ,2,1
u-mi,2,1
ae u,20,1
ls r,2,2
rteu,1,23
ndõe,1,3
anít,1,2
) lí,1,2
evos,548,6
 sã ,1,10
cinj,1,2
ferv,9,76
rc s,3,1
cisn,16,11
s yu,3,1
l) q,3,2
nuar,107,292
m mr,1,2
enác,2,1
ne v,94,35
 54 ,8,7
69°c,2,1
uf v,1,2
elás,8,11
jubi,76,7
ô às,1,3
zong,5,1
auli,9,18
u im,42,172
r-du,2,1
ejeo,2,1
nd"",2,2
tê-l,1,169
blam,141,1
r ka,9,3
dorn,40,30
isou,1,124
blaj,4,1
u ji,4,1
bría,483,1
drug,93,45
emaz,2,1
apeé,2,1
cazo,10,1
bémo,2,1
 lúp,1,2
"fog,1,6
ma 8,2,1
¡pag,2,1
edid,453,505
leyl,2,2
 86%,2,1
sanh,1,21
eno-,1,18
ceba,30,28
karu,4,1
nema,8,315
cubo,64,17
lma",2,1
""à ,1,16
"úti,2,1
iz"",7,1
úlia,1,26
uad-,2,1
rré-,1,2
lk d,3,1
goró,5,1
rvil,21,28
ung-,2,2
afão,1,6
a…"q,2,1
éis ,1306,96
¿rom,3,1
n c ,4,1
dung,2,3
í: e,2,1
rotu,30,5
»él ,6,1
metz,10,1
adon,88,23
o ap,744,1251
843 ,2,2
ki é,1,3
—me ,6,1
3 cm,2,1
ná p,1,5
k tê,1,2
folk,2,2
yani,2,1
mbre,4872,155
ás b,529,19
una",2,1
mbáb,1,2
ir"",7,7
s-ei,1,5
é ód,1,2
dô n,1,2
klor,2,1
¡peg,3,1
uios,14,13
cio:,2,6
ay 9,2,1
rúpu,14,10
"vig,7,1
xigê,1,57
 gia,6,13
 do ,1,2
ujou,1,13
é oi,1,8
dwar,5,11
(out,1,2
dé c,50,1
ubil,87,7
desó,4,1
fréd,2,1
myli,1,2
zhao,1,2
«¿a ,7,1
jeza,4,1
16 y,3,1
cuja,1,90
"moe,1,2
salá,1,115
s 1/,1,2
m da,1,2
oyun,5,1
695),2,3
ósce,2,1
ljav,1,6
sími,10,11
bele,19,361
«mid,2,1
r ca,785,1023
ha)),1,2
6 cm,2,1
la —,3,4
ué i,144,1
cs c,2,1
assí,1,26
s we,21,2
s un,10956,503
rbar,60,49
 ocú,2,1
mpyl,1,2
anme,51,1
ú ad,2,1
aviã,1,402
oca”,1,2
 caf,958,1104
juzg,155,1
- an,1,2
pátr,1,79
 e d,2,1457
io ó,2,2
16 q,3,2
arné,22,1
c; e,2,2
oim ,1,7
"bel,7,15
mive,1,3
ugio,33,1
"gin,2,1
ucto,470,1
g po,8,4
 670,1,2
cría,65,1
ga n,62,135
anól,2,3
tóni,55,19
ug e,2,1
ósil,13,1
"séc,1,2
orpi,19,18
 pít,1,2
porí,6,4
mcdo,13,8
t-ti,2,1
tofu,8,7
-nas,1,27
ançõ,1,44
7up ,2,1
uo r,6,3
lipí,1,8
"lar,7,5
each,2,11
/ ou,1,26
ewba,2,1
gere,126,145
4 "",1,3
 suc,617,494
blem,2433,1488
​​em,1,3
 trb,2,1
-vid,1,13
soju,2,1
jerr,13,5
ispl,2,3
 «co,2,2
“vós,1,2
ncéd,6,1
roma,464,545
sso-,1,5
si r,35,2
tuic,12,1
cuát,13,1
e pá,52,93
 yac,26,1
 ""ĉ,1,6
eula,2,1
imíd,1,2
ente,21802,24977
5nqw,2,1
á ba,106,90
 usu,111,58
 efs,2,1
e at,660,1022
llec,129,1
 b y,5,1
duvi,10,222
sk d,1,2
ojab,6,1
petí,17,2
ne 1,23,2
aí n,1,31
lvíc,1,4
¡sos,14,1
tv r,1,2
 leb,5,25
er 7,1,3
 “fu,1,2
 tur,395,415
ce j,31,25
serv,935,1341
daab,4,4
xá-l,1,71
om-e,1,2
her",1,2
hú c,2,1
ga ú,2,1
: — ,1,2
pílo,2,1
araç,1,152
ttes,2,1
uago,3,1
 eco,317,273
""ol,2,28
ével,2,6
olea,55,14
scas,200,125
iar-,1,30
s -6,1,2
 -su,2,1
fugi,71,301
 ady,7,1
 orv,1,20
id p,10,1
uz á,1,2
ntu ,4,3
ptor,34,18
00 m,48,48
lf h,3,3
çula,1,49
polí,503,769
04 q,1,2
ov j,3,4
iņš ,1,2
ujió,2,1
 lik,3,2
déci,35,29
avel,23,604
06 a,2,1
ok c,6,7
atõe,1,3
mchi,4,2
es p,4350,1799
há 7,1,4
ok i,1,2
aca",2,2
láxi,1,38
977 ,2,3
asci,142,420
hã (,1,2
āo m,1,2
in m,165,6
 goz,32,45
o to,2683,14688
ál s,23,2
á-lh,1,38
'y s,2,1
ius",2,1
xix ,9,3
biog,15,16
crem,154,63
ary:,2,2
lmil,14,2
¿o p,2,1
ren ,1144,10
d of,2,2
kie-,2,1
ra-v,1,2
jé m,33,1
rzad,75,1
o ca,2,1
bicó,2,1
r; “,1,3
jaze,1,3
xivo,5,1
ólux,1,2
xida,29,11
léna,6,1
r sw,2,1
ú lo,50,1
lomo,49,3
oj b,3,1
 o ô,1,178
º c ,2,1
aowa,2,2
ji t,4,3
tu í,2,1
uiém,2,1
9 ju,2,1
 yo ,2397,1
–chi,2,1
xv y,2,1
 - c,11,23
isés,152,164
híss,1,2
l am,636,54
pour,1,2
doim,1,22
fa u,3,2
reje,6,106
n tí,51,1
 pte,6,1
ás"",6,1
úvia,1,2
atol,39,26
 ála,6,2
cy w,2,2
e –e,2,1
cudr,5,1
ében,3,1
927 ,2,2
irno,153,1
o; l,23,3
mí 2,2,1
eutr,42,39
"hun,2,2
ôs m,1,3
scur,657,628
y tá,2,1
ou j,1,130
reça,1,95
lubr,10,10
ino),1,2
reyó,56,1
mesm,2,4021
ph-i,2,1
é ef,2,14
uso",2,1
bô é,1,2
i e-,5,1
 swa,3,2
orço,1,257
wign,2,2
autí,3,1
 afg,8,1
z ec,1,2
aja ,876,144
isee,2,1
sciv,3,2
la a,2831,1215
câne,1,2
ruír,1,33
droc,7,7
eshv,2,1
azai,3,1
fria,175,271
tuva,3,1
"16 ,2,1
janu,3,1
novi,686,82
iopí,11,1
 y 6,6,1
ke f,3,7
y g3,2,1
usco,93,26
ñe h,2,1
na-l,1,2
rapo,29,93
s ic,2,1
sui ,1,160
gunc,2,2
ferí,55,25
gelá,2,1
lpe;,1,7
uziu,1,115
macé,42,1
ultó,180,11
nécd,14,1
 quê,1,343
– pe,1,6
ac y,8,1
" ga,2,1
p li,1,2
vô c,1,15
tupr,1,10
ta o,280,569
dink,2,2
: ¿f,2,1
¿mej,2,1
cráp,2,1
d-es,2,1
""cl,10,26
lerl,8,1
e ir,1253,1529
 «no,59,1
rlem,2,1
loco,366,371
ożen,2,1
 océ,102,1
ama),2,2
fo g,6,4
ngap,24,17
roín,11,18
 sze,3,3
vê p,1,8
caxe,1,2
ví c,6,1
omaa,1,2
ga a,385,521
sic ,2,4
 b e,5,12
zimo,6,9
"aom,2,1
nstr,713,974
uece,92,806
ic é,1,3
i pí,2,1
ht h,3,1
uê à,1,2
miqu,9,1
i 60,1,2
o tí,51,157
vani,44,82
sigá,6,1
koso,6,13
ê ap,1,146
tuná,2,4
""dì,1,2
 tov,2,1
¡nos,25,1
""as,18,93
l zí,2,1
rgua,3,1
údan,9,1
rtão,1,258
ns q,5,110
olma,15,2
vaba,353,1
heta,11,19
or"n,2,1
ló v,6,1
no ó,1,4
me u,636,390
ñada,83,1
theo,4,2
eve',1,2
í: d,2,1
 dié,9,1
lças,1,94
udel,4,1
i bl,9,1
facã,1,3
á sá,3,6
lo j,52,52
ir: ,15,8
 “en,3,4
i ao,1,547
zó e,132,1
alti,42,35
s-sa,5,1
ugh",1,2
abê-,1,9
tebr,26,9
ní v,2,1
15 j,1,2
g"" ,3,2
daje,11,1
2007,3,5
ehúy,6,1
ko (,2,2
adaj,3,2
fínt,2,1
el ñ,11,1
jaum,2,1
mplí,27,9
ró y,30,1
is l,311,660
"obr,4,172
re ",23,8
erçá,1,2
f fa,2,2
urop,419,388
— vi,1,2
- im,2,1
lir",2,1
sylv,2,4
aina,35,5
s) d,2,6
armí,2,1
a re,4117,3818
) ha,4,2
on ',2,1
valú,5,1
m-su,1,31
reté,8,10
etúa,2,1
o -l,2,1
giav,1,6
«¿te,12,1
olin,264,273
garg,62,72
spót,1,2
seái,25,1
oxou,1,2
ca-t,2,17
biás,2,1
givo,1,8
ter;,1,5
 egu,2,1
l b1,2,1
agác,3,1
uróp,1,2
aocn,1,2
enou,1,129
ǐn s,2,1
no c,2927,1653
nbac,2,1
"¡¿d,2,1
acên,1,2
 'mo,1,3
nk s,4,2
xtos,25,59
 nés,2,6
-tun,1,3
lpod,1,2
íjes,4,1
zunc,2,1
"ene,8,12
tânc,1,436
as -,9,10
anjá,2,1
r ác,3,1
aidi,11,9
trom,68,106
frac,252,255
nnoc,2,1
ual",2,2
rdaç,1,22
ai t,2,365
se k,4,2
 271,1,2
o; p,23,37
ó ho,24,7
adác,2,1
11 h,4,6
gárq,1,2
4 ma,2,1
mben,5,9
naxi,2,1
bulê,1,3
ê ág,1,4
¡cla,17,1
ênus,1,31
26 t,2,1
oncó,3,5
rái ,4,1
lao ,10,2
odá ,2,1
cuo ,2,5
-187,1,2
'inc,1,2
vi 2,1,2
ok o,1,2
 mar,9697,9981
ianó,1,3
stus,2,1
 ási,1,63
rizá,1,2
há u,1,755
vaiv,3,6
h1 p,1,3
opst,1,2
ñiro,2,1
enev,3,12
koms,2,1
; “v,1,3
c sa,2,2
menl,3,1
puci,3,1
a- n,2,1
he b,54,39
ur: ,2,1
"pae,1,2
midv,2,1
inóm,3,2
iens,1559,24
lfta,3,2
joe ,15,31
asoi,6,1
yeno,2,1
ú im,2,1
lasf,12,10
 my ,2,1
is 3,1,2
émol,2,1
iñec,2,1
udía,28,1
mo p,1020,787
 ram,156,82
o-d',1,2
bre ,2,1
ga g,14,30
z (d,1,2
dech,4,1
quat,2,611
ição,1,1173
r «n,2,1
e és,82,41
 wer,2,1
 cin,1377,1327
byl ,2,1
xa —,1,2
ul"",5,2
 das,125,2301
ua /,1,5
"vís,3,1
"gar,4,24
s éx,23,1
-¿si,2,1
ija-,1,20
edão,1,4
vegá,1,2
ágnu,2,1
ja t,99,163
) 3 ,1,2
rast,573,370
"₫"",2,1
laxi,55,1
z fu,35,4
oo a,4,6
sa a,619,960
lam ,24,276
ele(,1,6
¡ayu,10,1
acúo,1,2
"tou,1,3
5 % ,2,1
nvoc,29,42
ась],1,2
nent,233,174
akro,2,1
) re,1,2
l câ,1,3
you",4,2
v ap,1,2
gíla,6,1
y 2 ,5,1
tanl,6,6
sgos,49,25
lmol,2,10
e ór,13,11
ú in,3,1
ko u,3,1
óque,26,11
