Quadgram,polish,czech
" ry,2,1
ši t,1,11
erin,4,6
emla,1,2
ív m,1,4
í te,1,51
toku,9,5
c ho,2,8
obóz,6,1
tę l,7,1
zyp ,2,1
 lak,4,5
tyme,14,1
łebk,4,1
orą ,29,1
ąc l,5,1
ydat,50,5
y 5 ,1,2
 eli,6,1
éká ,1,4
uk t,1,5
izda,10,1
l bá,1,5
situ,1,63
 jez,95,98
 „ne,2,7
l ar,2,3
 yen,2,1
e vp,1,2
dí u,1,7
zece,53,1
strů,1,2
onim,16,1
bóst,6,1
li m,234,174
m mi,561,236
ketu,9,17
vníh,1,8
09 b,1,2
"win,7,1
v es,1,7
tkan,176,3
 orz,33,1
vyps,1,2
zrez,43,1
em-o,2,1
oškr,1,8
rzeb,1073,1
rein,4,4
nyní,1,32
mníh,1,2
dé t,1,18
aniu,322,1
ekły,29,1
emce,6,1
s są,2,1
 uml,2,4
mout,1,31
ńzam,2,1
ěčen,1,2
ie 6,4,1
héna,1,2
ivní,1,63
akcj,49,1
vikt,1,2
jí c,1,27
twem,97,1
a ká,1,6
uvte,1,11
ełek,3,1
é ra,1,5
o ut,11,9
rożs,29,1
taň ,1,67
maic,2,1
iszt,1,3
"sma,5,1
é ov,1,14
"vod,1,11
lepá,1,10
omá ,1,2
názi,1,2
otrę,10,1
přim,1,18
wiot,2,1
zwed,16,1
gesa,2,1
nudě,1,8
vege,1,18
ž še,1,6
 usy,5,1
 „ko,2,1
j vš,1,13
ražo,1,2
oloc,8,1
dobó,3,1
epůs,1,2
disi,1,2
r vr,1,4
efun,1,28
mie ,328,4
ż ot,5,1
edic,2,5
slým,1,5
rhni,1,3
 výz,1,30
jevn,1,2
zí š,1,2
pejt,1,4
skać,27,1
ongo,5,2
asz",2,1
ysi ,2,84
těly,1,7
vému,1,72
 ośc,4,1
sílo,1,2
w gó,51,1
ý dí,1,4
elcó,2,1
imej,2,1
ch č,1,18
hému,1,5
bra ,89,1
y ćw,3,1
zišt,1,3
nark,30,4
zdaj,69,7
uzi ,6,1
uszl,4,1
 hus,1,18
ygią,3,1
dněn,1,42
y: o,2,1
onás,1,11
spív,1,12
tans,4,1
vyzk,1,18
dvod,1,9
i śr,10,1
zine,1,11
lotu,23,8
w ob,59,1
dłub,5,1
miog,2,1
t bá,1,2
ędź ,5,1
hces,535,1
rced,2,1
jowe,23,1
psy ,48,7
aubn,1,2
 mln,12,1
 vzů,1,2
rů p,1,2
zuań,2,1
zonu,7,1
sehr,1,2
uhle,1,94
miej,577,1
ezdě,1,5
o vn,1,3
jich,1,111
 żon,230,1
avní,1,96
ulé ,1,13
zyka,217,11
ecud,2,1
vé m,1,47
henk,5,1
żicz,2,1
ie|n,2,1
kl u,1,2
(czy,3,1
iger,5,1
m uv,1,20
dłąc,6,1
gone,9,1
soul,1,3
ty „,2,1
gpo ,2,1
dbáv,1,2
u 54,3,2
pe a,1,2
0 sł,6,1
zm b,2,1
ue k,2,1
ýže ,1,5
žbič,1,2
kém ,1,37
gnij,20,1
kieg,904,1
veso,1,3
ěž s,1,5
ch h,7,33
sp s,2,1
ołem,23,1
rzęd,71,1
íjel,1,5
c vž,1,2
adac,14,2
spoż,16,1
pulp,3,1
nte ,4,1
ík t,1,3
ęź b,2,1
te z,54,72
zasó,14,1
e ô ,2,1
zakó,4,1
1 ję,2,1
lsto,1,2
zyru,2,1
roře,1,5
ětel,1,2
a śl,14,1
kann,2,1
žilo,1,15
pić ,275,1
 wci,161,1
"pán,1,2
kolk,1,8
u nů,1,2
ojče,1,2
ej g,140,1
ałab,102,1
rłej,3,1
dru ,1,3
avy ,3,17
énuj,1,5
u o ,61,53
chup,2,1
il l,1,13
last,32,175
jším,1,14
mány,1,10
l by,21,481
ynés,1,6
ndiu,9,6
 žáh,1,2
ip b,1,2
z śp,7,1
roze,60,134
 elo,3,1
yvat,1,15
hrom,3,48
anag,3,1
wuzn,2,1
13 j,1,2
zymś,43,1
mżył,2,1
ol p,4,6
odla,10,32
hope,2,53
oso ,4,1
ciut,2,1
itis,1,4
němí,1,3
ówki,91,1
paro,6,1
é ot,1,18
yncz,8,1
odsł,8,1
ą ug,4,1
 umk,4,1
w az,4,1
 hou,1,28
ydra,3,3
emi;,2,1
těsn,1,5
ídíš,1,4
nąws,2,1
ustl,1,5
zíra,1,18
onąc,23,1
áni ,1,18
ým l,1,13
nkce,1,5
vpom,1,4
loni,22,47
zdaw,34,1
lé t,1,9
15 s,2,1
as ž,1,2
libá,1,2
elná,1,21
rzby,3,1
bóli,2,1
já i,1,3
ptur,3,1
ná d,1,40
ůj č,1,14
ráve,1,7
é cí,1,2
isni,2,1
aure,2,2
é oč,1,27
chtý,1,2
imek,1,2
oryf,5,1
 saf,2,2
ndok,1,2
rorz,2,1
yť m,1,2
t mo,274,32
miót,3,1
eby ,675,6
ěk z,1,7
ikav,1,2
chuc,7,6
zití,1,2
mą n,4,1
oslo,2,178
eżcą,2,1
 ela,4,1
piłc,5,1
o ic,42,1
łama,222,1
łą a,6,1
irmy,57,15
gieł,10,1
 fir,157,40
mítn,1,25
 gün,2,1
sadę,12,1
wody,236,1
hých,1,14
górk,7,1
asy",2,1
budź,18,1
kozo,1,2
cadl,1,19
pcja,11,1
 vně,1,2
cord,1,2
"róż,15,1
ęzeł,2,1
uzce,2,1
 (by,2,1
eře ,1,65
eind,2,4
íbor,1,2
 glu,4,1
ň vr,1,2
c ra,5,1
y zj,29,3
dpli,1,2
hs'o,2,1
kiri,1,2
syn ,62,35
łótl,3,1
ěvu ,1,8
n un,3,3
ął u,17,1
ćjed,2,1
w 2-,2,1
cípa,1,2
škod,1,45
dian,7,2
iem:,3,1
013 ,7,3
í ud,1,28
k cl,2,1
będź,6,1
anua,6,1
evé ,1,7
ób o,13,1
sute,23,2
erde,32,1
nlan,19,1
ęp m,4,1
aget,5,5
pě r,1,2
"myd,2,1
p mo,2,1
yo j,1,2
zmi:,5,1
odby,35,6
ě sá,1,3
prás,1,3
mkać,2,1
erně,1,11
 wió,2,1
ęzy ,2,1
bí t,1,16
 pam,233,74
eki ,43,1
ycie,858,1
pkaj,2,1
lądą,2,1
žuj ,1,10
iwił,34,1
bków,4,1
zkom,3,2
t wh,2,1
righ,2,2
hry ,1,7
llit,1,2
ny (,2,1
n da,14,3
lamu,2,6
nikó,93,1
mglę,2,1
"úpl,1,5
rasą,3,1
pogł,8,1
cęgi,2,1
ulý ,1,62
fle ,2,2
dę z,106,1
aťte,1,7
wodę,94,1
 muł,2,1
0 w ,2,1
ivět,1,2
uň s,1,2
topí,1,5
h ru,7,8
 žur,1,5
sovi,1,11
mová,1,10
lu e,7,2
rubý,1,9
áčen,1,2
"pal,15,1
ja f,10,1
dozb,2,1
 k s,1,38
5-le,2,1
g pl,5,1
ę iś,103,1
i zd,67,26
omof,1,3
h dy,6,1
dz w,9,1
n zá,1,15
 tem,419,12
ka"",3,4
y dá,1,8
rpy;,2,1
e śc,16,1
u wś,2,1
ruté,1,4
tama,6,2
akan,5,1
: co,4,1
ěten,1,2
łnia,51,1
rde ,2,3
ące),2,1
ng v,1,2
saní,1,7
márá,1,2
 k u,1,6
ří ú,1,2
h dů,1,8
""pł,3,1
mal ,34,14
 łóż,151,1
ochó,459,1
; po,3,1
re ż,2,1
m bz,2,1
k uč,1,6
ž zn,1,6
emné,1,11
ezří,1,5
sfer,22,1
lism,1,8
zowy,47,1
 cei,2,1
wojs,34,1
 zař,1,21
s pu,1,2
piní,1,2
ugal,21,15
 cab,2,1
n tu,31,5
ejed,7,44
o 0-,2,1
ód p,39,1
""me,2,2
do ć,2,1
ę: ",2,1
wyro,43,1
pręc,2,1
m” -,2,1
"prš,1,10
du č,1,12
w es,17,1
 dzb,7,1
ofto,2,1
onio,52,1
nki",2,1
 mém,1,54
lly ,10,2
uiną,2,1
sbíh,1,2
"jet,2,1
— "",1,7
aeli,2,1
l zc,1,2
amdz,2,1
iesn,2,1
esił,20,1
"„ch,3,2
enkr,1,25
ý ná,1,56
ą mn,46,1
evšt,1,3
28 k,3,1
v o ,1,3
uł e,2,1
ygry,45,2
ażas,57,1
sem-,2,1
ž hr,1,3
zo l,57,3
aftu,1,3
w ch,55,1
umné,1,9
tápě,1,7
k de,8,3
pade,141,37
h tu,8,9
 byv,1,2
 vzn,1,15
outn,1,8
i ce,15,37
żę z,4,1
nevě,1,305
t ši,1,2
 čto,1,2
wocó,20,1
ku u,22,12
„woj,2,1
fi l,2,1
"odd,17,1
mášů,1,2
zím ,1,33
:50 ,2,1
owoj,4,1
álov,1,27
ohod,1,43
upim,9,1
być ,3,1
tímn,1,2
ansz,3,1
zypr,24,1
dica,2,2
gasł,14,1
agov,1,8
 i n,243,9
cirk,1,2
mřou,1,5
amo ,93,6
 jik,1,2
yżem,5,1
azím,1,7
w w ,88,1
ój t,66,1
h 50,2,1
jego,1997,1
nie/,2,1
zebu,556,1
c um,4,2
ržit,1,4
ie ",7,2
ozné,1,9
podd,69,1
olbu,1,3
łok ,3,1
yčít,1,8
"kup,64,4
żegn,53,1
čině,1,13
ę ml,36,1
o dż,8,1
bije,36,19
jí g,1,2
oś ź,4,1
zuła,29,1
k; j,1,2
rżać,2,1
ed d,36,31
idá ,1,2
latí,1,57
mvir,1,2
ltu ,1,3
baná,1,12
usda,2,1
jazy,1,238
pián,1,9
 ukl,4,49
 ber,16,32
rudz,19,1
en'a,2,1
aber,2,7
ul t,2,6
máři,1,4
splň,1,3
kłon,35,1
ohrn,1,2
nię ,147,1
vi c,1,7
 ror,1,2
 i l,38,2
bróc,10,1
są ż,17,1
urov,1,5
że ż,34,1
ł wt,18,1
co z,277,51
dinu,1,71
dávn,1,44
eała,3,1
s ta,11,36
zę m,77,1
ję d,74,1
mořs,1,5
mý l,1,5
976 ,4,1
laru,2,2
reme,3,4
řelb,1,4
zín ,1,9
ek e,1,3
m lą,3,1
""te,31,13
y lś,3,1
wę a,2,1
a/ p,2,1
žábr,1,3
yake,2,1
 kró,2,1
dogl,3,1
o il,26,2
iona,155,2
álká,1,3
á ga,1,2
vody,1,67
rupn,2,1
dž c,1,2
tr o,5,3
adok,4,1
ąc i,7,1
oklá,1,19
dy u,67,27
ój: ,2,1
; pa,1,3
dkła,16,1
ny ż,15,1
lu ż,6,1
ál r,1,3
ary”,3,1
fonu,85,24
-neb,1,2
chws,5,1
 dru,295,138
aléz,1,8
zvět,1,4
iż d,13,1
zepk,3,1
 es ,2,1
rzl ,1,2
ęższ,14,1
ons",2,1
endu,10,8
ý s ,1,9
ida ,4,3
maki,14,1
dy p,243,127
bcię,7,1
funy,2,2
o ‚r,1,3
psem,40,11
isto,344,93
ąk z,5,1
nspł,2,1
braz,221,51
záha,1,17
e "",12,8
oo z,3,1
otřá,1,5
ś i ,6,1
lewą,31,1
nówm,4,1
nevl,1,19
m gl,4,1
unąl,2,1
éhat,1,2
or n,22,17
inge,4,1
osak,28,3
maco,6,1
ż id,11,1
krel,2,1
flic,2,1
me d,2,150
dík ,1,6
lpej,2,1
psac,1,21
i sk,55,40
 iro,8,2
ru m,2,13
zázv,1,4
ożał,12,1
ń śr,2,1
ję"c,2,1
úvah,1,8
bsad,4,4
k vá,1,43
bíhe,1,2
:czy,2,1
vatb,1,26
ží l,1,3
nské,1,32
 use,2,1
mudn,3,1
visl,1,41
awil,42,1
uć g,4,1
 źró,31,1
ę rę,12,1
ełał,2,1
zpeč,1,147
ęcwa,3,1
ečna,1,7
lhos,1,9
sądn,73,1
píve,1,7
yl e,2,1
sl j,1,14
tą j,11,1
dź a,4,1
ojdi,1,3
bnym,7,1
eżys,12,1
mend,8,1
slni,1,2
ajzd,5,1
nzin,1,7
 lęk,9,1
oubu,1,4
 w x,6,1
ořký,1,4
y ef,5,1
ł - ,3,1
łną ,8,1
ać g,69,1
lkým,1,16
bonb,1,4
ží n,1,42
vand,1,3
rské,1,9
zgór,35,1
adga,5,1
ybu ,2,13
evad,1,34
lezr,1,2
work,7,5
ządk,112,1
letě,1,30
"měs,1,5
elis,13,1
lfow,4,1
órz',2,1
ádla,1,3
ulio,2,1
śnin,2,1
eli/,3,1
isja,10,1
tę z,29,1
piór,21,1
spap,2,1
idin,1,3
suj",2,1
ičů ,1,4
eł (,2,1
m-pr,2,1
áboj,1,2
rtág,1,2
ic r,2,2
eřeš,1,8
w kr,43,1
zylg,2,1
tašc,1,6
ę wa,70,1
í en,1,3
aoke,6,3
su e,3,1
iżel,5,1
rist,3,26
ra"",2,1
žamu,1,5
zpak,5,1
keio,2,1
hork,1,55
ją o,107,1
koże,4,1
aść ,18,1
lsi ,3,1
adys,3,1
uogó,2,1
esťa,1,7
kulá,1,2
olit,136,73
gior,2,1
eoma,2,1
jděm,1,2
we b,22,1
nica,100,1
eżna,5,1
slaz,1,2
„pos,2,1
onąć,3,1
zybo,8,1
 (m),2,1
zybk,396,1
ędzł,2,1
 wpu,12,1
itły,5,1
płan,7,1
 skv,1,48
dičí,1,9
ge l,2,1
ożąd,7,1
dwod,4,1
vá m,1,21
obhá,1,2
dpuś,8,1
 ošu,1,2
roci,15,3
l mu,13,14
bouc,1,5
 25g,2,1
bytě,1,11
mášo,1,4
de t,4,162
— ma,1,2
eza ,16,5
ktní,1,18
 spó,258,1
i dł,29,1
sk w,3,1
maj ,76,1
větn,1,4
cipa,2,1
ź ki,3,1
vy s,1,18
u “i,1,2
pohr,1,16
apii,3,1
jmén,1,145
ač n,1,2
hód ,213,1
 výl,1,19
ślon,28,1
 zer,36,1
 uda,211,3
ią"",4,1
vybu,1,9
ržli,1,2
dích,1,2
źble,2,1
uł u,2,1
22 6,2,1
u mň,1,2
u dl,20,9
d žá,1,3
m md,3,1
v kr,1,27
ozpě,1,2
širý,1,2
ć śn,24,1
etah,1,3
v ši,1,3
ap p,3,1
: ch,1,2
a mn,701,47
wę i,7,1
ácná,1,4
maps,2,1
tř j,1,3
bědě,1,9
"raz,4,2
apot,10,21
iazg,2,1
ázka,1,30
wyos,2,1
sněj,1,20
 obí,1,3
rlím,1,4
rogn,16,2
wy w,53,1
bar ,5,3
zór ,12,1
ublo,2,1
n ke,2,2
steč,1,9
dna ,138,41
sowi,13,1
sony,2,1
vá r,1,5
lhal,1,101
 jog,14,5
plen,7,3
 vie,1,6
zluš,1,2
be m,1,18
vejd,1,8
u 20,8,3
 kám,1,8
awę ,74,1
wu l,2,1
tu p,158,100
ru v,1,10
eomy,2,1
mřít,1,29
tyma,6,1
-197,2,1
šelo,1,40
ýživ,1,2
m úd,1,2
pě u,1,2
open,8,73
pagh,6,1
ółte,21,1
dý k,1,6
ję b,21,1
dvin,1,5
anář,1,4
a cz,463,1
gali,23,2
ušku,1,44
sus ,1,2
iłek,26,1
 mój,429,1
ębic,2,1
tnęł,3,1
ra e,3,1
měšo,1,2
 kuł,3,1
liżu,60,1
i tá,1,2
najo,97,1
uráž,1,10
ě mi,1,57
dyda,23,1
ruro,2,1
vzlá,1,2
že u,1,123
kuki,1,2
tány,1,4
 z n,2,1
wa ż,4,1
12 t,3,1
ejkę,5,1
iózł,17,1
eš ř,1,15
ijkę,2,1
tpić,4,1
vaza,1,11
 hřm,1,2
pilí,1,5
030 ,1,2
wi a,10,1
iel”,3,1
wwie,2,1
spul,2,1
škva,1,2
wyśc,28,1
 o ú,1,7
"mař,1,2
cibs,3,1
bki ,20,1
m ok,67,12
ějí ,1,56
eřek,1,120
ii ż,2,1
álná,1,2
ázíš,1,15
"ujm,1,2
j ra,86,1
ho m,3,183
plna,1,2
ślaj,4,1
át l,1,12
asjo,12,1
půll,1,2
aham,10,3
bowe,8,1
ijdi,1,2
amów,106,1
asyp,8,2
smem,5,3
z pd,2,1
ybió,2,1
ez i,8,1
an a,13,7
ątam,13,1
zatł,19,1
olám,1,35
hadí,1,2
džam,1,2
anno,5,3
kype,5,3
ub g,5,1
hy c,4,1
hłyc,2,1
ą zi,19,1
lově,1,194
rivi,2,3
kl ",1,2
yšto,1,3
d mí,1,4
nsta,14,13
zrov,1,39
ot g,5,1
telu,77,27
y sf,3,2
dący,13,1
yś z,106,1
ndzk,13,1
zd o,5,1
siąd,55,1
ídač,1,2
 evo,1,3
h zh,1,2
st v,1,45
ogid,2,1
 cop,2,5
rečk,1,14
itiv,1,10
z ćw,2,1
ta p,174,42
ższe,72,1
knio,8,1
te r,26,59
esča,1,4
aste,119,5
ip n,1,2
rył ,27,1
es ř,1,7
dělí,1,71
svač,1,3
oda;,1,2
gols,2,2
gály,1,2
ezně,1,3
8 ty,2,1
mnul,1,6
otěr,1,2
a já,1,38
aki ,514,2
dl o,1,6
bą k,15,1
b be,3,2
nát ,1,24
ýplo,1,2
oď a,1,2
aźną,7,1
 ulu,180,1
""da,27,3
e an,39,93
ápot,1,2
ewyr,4,1
dý b,1,4
áhně,1,2
bátu,1,2
ę lu,51,1
w kl,55,1
cać ,53,1
dbył,18,1
ndia,40,2
krol,2,1
ylia,7,1
in a,2,7
zli ,79,13
kę; ,3,1
 osi,146,4
ng d,2,1
wari,43,1
ekáv,1,50
rdle,5,1
 c++,2,1
lopi,10,1
 grz,84,1
nohé,1,7
mije,1,2
móż ,26,1
kows,6,1
 zgł,28,1
zdró,19,1
"ang,12,4
ě i ,1,3
ětao,1,2
herl,5,1
aře ,1,14
ojcz,69,1
""zu,1,2
omna,9,1
čase,1,36
esmá,1,11
ść u,10,1
rfum,6,1
pann,12,8
ízíš,1,2
uł z,2,1
šta ,1,7
ré 5,1,2
uly ,1,10
tota,13,3
"dá ,1,4
rlam,12,3
sl ž,1,5
vodá,1,2
aest,2,1
úr b,1,2
rzyz,183,1
su d,41,2
ai u,2,1
ska-,4,1
šáků,1,2
mpa ,2,4
é ro,1,67
zyty,37,1
m/zr,2,1
tyna,10,1
yhrň,1,2
uber,8,4
"z 9,2,1
 aso,1,4
jąkó,12,1
ocy",3,1
to 0,2,1
ocas,1,8
doza,2,2
ł śr,6,1
epšu,1,6
ty; ,3,1
ad n,25,25
 ugi,7,1
połu,253,1
wtem,4,1
nsol,8,1
 org,48,11
ipcj,4,1
isle,1,2
lári,1,2
upów,3,1
pu c,1,2
y mł,21,1
yně ,1,30
a ct,1,2
ńcza,9,1
adrť,1,2
bita,7,4
c w ,65,1
ot o,11,1
rzać,17,1
sę w,4,1
ypot,1,6
bě o,1,4
 kłę,3,1
řeh ,1,2
hrne,1,9
odčí,1,4
šemo,1,3
 ost,464,84
ž čt,1,7
ssha,2,1
lhát,1,30
stet,65,1
hnik,11,2
 żmu,2,1
rnám,1,2
ě“ n,1,2
slad,1,36
ć i ,106,1
aváz,1,6
čivo,1,3
4 wy,2,1
oue ,2,1
weja,2,1
pogó,2,1
svép,1,3
dową,13,1
łyną,42,1
e ov,1,15
ičet,1,14
yran,2,2
 18%,2,1
reśl,58,1
pa s,7,1
arżo,20,1
y ta,251,69
zahu,1,2
: bą,2,1
 ním,1,120
ytyg,2,1
iegr,26,1
 uče,1,44
náče,1,4
 plá,1,208
sby ,1,3
ovés,1,4
sażu,2,1
“"to,1,3
céza,1,2
ýt o,1,21
ravi,1,193
maja,13,1
ď mě,1,13
ír z,1,2
tr z,2,5
iimu,2,1
achá,1,55
pské,1,8
zode,6,1
ży o,58,1
ętę ,5,1
ugru,3,1
hý j,1,8
narů,1,5
iž k,1,2
 syp,33,1
ytně,1,3
tnan,2,27
pańs,324,1
dny ,91,43
st ‚,1,2
sha",1,2
luve,1,4
isu ,3,5
tý p,1,10
ł uj,2,1
cítk,1,4
at a,1,50
šidl,1,6
skie,862,1
tušk,1,3
aul ,12,5
abič,1,39
""th,2,1
szym,365,1
ra w,148,1
ół e,9,1
fa s,7,3
potm,1,3
d sr,1,2
brek,1,2
neir,4,3
tejm,1,2
hn ž,1,2
wadó,10,1
vina,1,28
"obo,19,1
eň t,1,3
věcm,1,3
móżm,3,1
ymy ,80,1
ímám,1,17
épus,2,1
iw l,2,1
zská,1,7
tez ,6,1
žké ,1,77
ýuka,1,2
vkou,1,10
y gn,4,1
m ša,1,5
pěna,1,2
nwes,20,1
 líp,1,17
ąchi,2,1
iasa,2,1
hceš,1,293
zą i,18,1
č ob,1,4
endl,1,4
 řeh,1,2
żaj ,34,1
akaź,5,1
okim,15,1
ę 18,2,1
těna,1,5
u 19,35,8
cd p,1,3
kéž ,1,117
zul ,1,3
ażąd,21,1
abal,1,10
kóry,13,1
t śn,6,1
tano,210,22
tobu,260,156
bork,2,1
dach,92,1
ę św,38,1
ičsk,1,15
ę” -,5,1
ůbež,1,2
żesz,626,1
ubnu,1,5
šeky,1,3
 sno,7,3
tosh,4,2
ieme,2,1
 ann,23,3
ciwl,2,1
o ty,758,51
ężam,2,1
gól ,1,3
zesr,3,1
aż u,5,1
zdru,4,1
 sut,3,2
 3 o,2,1
enář,1,4
mstr,2,1
kej ,4,63
hneš,1,8
lent,51,16
bębn,5,1
dan ,17,12
igor,1,2
zują,40,1
wagi,97,1
ábal,1,7
kéři,1,2
ěc v,1,5
se u,2,211
ąg i,3,1
řu d,1,3
e ky,1,6
łkną,10,1
stza,2,1
anda,38,9
ychw,6,1
yť n,1,3
ojeď,1,3
ez „,2,1
z ní,1,10
wóźd,9,1
buky,1,2
jzru,1,2
čínš,1,7
ku” ,2,1
stří,1,58
chą ,3,1
dící,1,3
nimu,2,2
n uż,5,1
lův ,1,4
a nů,1,4
zepł,33,1
 55 ,2,2
rámů,1,2
l-li,1,2
vózn,1,20
ůžíc,1,3
potr,1153,68
ktic,1,5
bożs,2,1
koup,1,445
fea ,2,1
c go,18,2
"gdy,276,1
"děd,1,2
uslí,1,3
ly ž,1,5
ot-d,4,1
šu k,1,3
ąd a,3,1
ihli,1,4
ěž p,1,2
od o,44,8
auki,38,1
přáv,1,2
wę k,5,1
d ob,13,11
okat,37,1
roč ,1,797
iděl,1,520
n zů,1,7
ičce,1,22
emki,3,1
za u,34,7
ž mí,1,2
ypec,1,2
ji s,27,146
eoli,2,1
tiků,1,6
rnik,71,1
ng c,3,1
suše,1,14
zą j,16,1
semí,1,3
kraw,62,1
opor,13,33
ą sp,2,1
bý n,1,4
ia 3,3,1
 'su,2,1
ży f,2,1
psům,1,2
eb m,1,4
zjiš,1,2
– ir,2,1
lym ,3,1
chác,1,6
evyk,1,4
i kw,18,1
iobe,3,1
ypek,2,1
fała,7,1
ioba,3,1
la w,77,1
ngom,2,1
ky r,1,11
eď z,1,16
błku,2,1
trýc,1,29
ála ,1,45
ít v,1,77
gíny,1,2
ean ,9,3
ajzn,2,1
žděl,1,6
i ad,18,8
scyl,2,1
cerz,20,1
řeza,1,6
"stu,17,13
mco ,1,29
yn w,7,1
ážný,1,22
0szy,2,1
džun,1,5
toki,144,24
 ere,1,2
reda,11,1
jkra,1,3
driu,2,1
iž u,1,3
lámk,1,2
ře p,1,37
gięł,2,1
tyte,2,1
lous,2,11
andż,2,1
ł (a,2,1
ijíc,1,4
wi ź,2,1
avuč,1,4
d au,6,12
 dum,96,1
ch"",5,1
l cz,9,1
""wc,9,1
b (n,2,1
cí t,1,8
liką,3,1
izof,4,1
 jíš,1,6
zebo,89,1
naps,1,157
rosh,4,1
bą"z,2,1
pík ,1,4
rkty,6,1
rorá,1,2
krví,1,3
ojča,1,13
ucy ,12,4
ł cu,7,1
i az,4,1
lá s,1,20
naju,3,1
b fl,2,1
ry d,85,50
oi s,64,1
ic j,12,43
u ne,3,391
ń me,2,1
utrh,1,4
očal,1,6
esní,1,23
olu ,24,83
b a ,2,2
h kd,1,2
meš ,1,4
 dwa,370,1
kist,3,1
d są,3,1
ałtó,2,1
rhl ,1,9
todo,8,6
”""w,2,1
ro s,25,57
90-p,2,1
każ ,49,1
ovád,1,6
ę - ,10,1
sł f,2,1
synk,4,1
ł bl,5,1
ůj g,1,2
nać ,171,1
iřeč,1,2
ibsk,3,2
iał ,1547,1
áži ,1,17
euro,139,9
g mi,8,1
ęc i,2,1
bě p,1,13
d co,4,1
ví r,1,9
ermí,1,3
ilév,1,2
drák,1,2
dotu,4,1
 nuk,6,1
rze ,889,5
iętn,70,1
utni,30,1
emił,11,1
owne,40,3
ta ",3,1
odár,1,2
"dáv,1,13
g je,31,4
ouke,1,3
ki f,15,1
: lo,2,1
a or,23,2
vare,1,4
á di,1,8
ítni,1,2
g ba,3,1
mi h,12,54
broa,2,1
ż co,12,1
ěrám,1,2
h tí,1,2
ynęl,6,1
zavo,1,163
d vý,1,3
ířko,1,2
yku ,56,10
zaak,29,1
mek ,114,9
20-3,2,1
átok,1,2
​​wi,3,1
nuow,35,1
zlév,1,2
ývák,1,6
skus,44,17
il b,3,68
ký j,1,93
 tus,3,1
hudb,1,79
slně,1,14
d ol,1,2
i iś,42,1
zymó,2,1
orza,40,1
s wr,5,1
ac f,2,1
w fo,14,1
 don,13,8
 mít,1,184
il ú,1,7
t ją,2,1
káln,1,5
20 c,1,2
"gdz,116,1
 loj,3,1
ěťte,1,2
n ca,6,2
ví l,1,3
ężyc,93,1
y to,1185,302
twą ,7,1
 byw,43,1
ik ź,2,1
ysuj,13,1
zlin,2,28
edch,1,7
yluj,1,3
rtfo,3,1
kąko,5,1
ě lá,1,3
ídáš,1,9
rani,556,103
mé h,1,3
zmen,1,2
r jo,1,2
rudę,3,1
rá p,1,18
hydr,5,2
"pok,56,80
ić p,294,1
ź sw,8,1
ť ho,1,4
ku 4,2,1
wlub,2,1
alik,6,1
petk,10,2
iżal,2,1
mała,100,1
 peł,183,1
miśc,4,1
othy,3,2
par ,7,1
dała,192,1
n-ji,2,1
tách,1,14
eróż,2,1
pásl,1,5
"ćwi,8,1
ladb,1,3
lm k,2,1
 zgo,127,1
nsję,11,1
raws,2,1
ebia,5,1
dł r,7,1
celo,37,77
j ho,6,10
týž ,1,4
kova,1,131
nsso,2,1
vůlí,1,2
 obw,26,1
ntną,3,1
ason,4,1
ekam,100,1
""ři,1,2
hebr,6,5
el v,1,95
iz o,1,2
onyw,27,1
rzę ,102,1
ět b,1,8
ząb ,13,1
ć wz,8,1
abaj,3,1
m há,1,8
áč n,1,4
havá,1,8
ď ně,1,3
afek,1,2
bitó,2,1
r ja,7,4
žíva,1,36
rzyd,260,1
"ciz,1,3
beri,4,1
édla,1,4
 uśp,2,1
p ol,2,1
ká m,1,8
ec -,1,2
horu,19,22
nix ,2,1
ohou,1,61
j sw,64,1
ů má,1,9
"upl,1,5
zínu,1,13
emýl,1,7
oleb,2,5
ajgę,2,1
uę n,2,1
ywał,198,1
cji ,270,1
eszc,1139,1
 rod,652,319
 każ,379,1
vrti,1,5
ntin,2,8
izák,1,5
wędź,2,1
owar,93,1
lica,43,5
bé s,1,3
giku,1,4
ávaz,1,5
 řež,1,4
slám,1,9
ozil,1,4
"cel,5,21
otre,3,39
těně,1,11
s té,1,3
ny 3,4,1
říň ,1,2
é pí,1,9
upaś,4,1
tamo,3,1
d bu,6,16
ndry,2,1
yskw,3,1
ósty,3,1
volb,1,25
edyn,185,1
udźc,2,1
ivín,1,4
u lí,1,13
zy q,2,1
 ocl,2,1
‎mus,1,2
ź sł,3,1
ę za,759,1
ęćse,8,1
euts,1,3
u „l,2,1
podp,79,55
onní,1,16
yn s,5,7
vaho,1,5
gadz,127,1
sówe,5,1
snąć,46,1
941 ,2,1
1800,2,1
lát ,1,4
łeko,2,1
z ps,21,1
pca ,25,1
dkus,3,1
liwi,133,1
 od ,1314,307
žeš-,1,2
iham,1,2
nědý,1,5
 dno,6,2
íkaz,1,6
erpu,7,1
"rab,2,1
agam,21,1
dačc,1,2
iels,587,1
pyt ,3,1
špen,1,11
 ryō,2,1
