Trigram,spanish,portugese
6 j,2,2
u /,1,19
piá,13,3
 ám,15,1
bma,21,7
4-4,2,1
''f,1,3
twi,40,42
ocá,25,56
36%,1,2
w t,1,3
pet,1163,874
"31,1,2
''c,1,5
ac/,2,1
núm,663,657
ngó,29,12
»re,2,1
inz,24,250
n ¡,2,1
biy,3,1
ov),1,3
s:i,2,1
um ,1,2
r ',5,15
eo;,4,1
vón,7,1
uso,1622,890
480,2,2
енн,1,2
à g,1,65
 (´,1,2
32 ,10,14
rqu,2777,2442
aad,1,6
írr,4,2
ahā,1,2
 oi,88,376
gen,4486,3257
kki,2,1
o/f,2,1
ro',2,6
díq,5,1
 <<,4,2
mí',2,1
ne”,1,3
úva,1,37
lhe,12,6810
55º,1,2
búm,2,1
dhr,3,1
zyg,2,1
-12,3,2
” e,6,12
keu,2,4
var,2299,1953
sky,54,54
sfl,2,2
enó,217,29
hp ,2,4
8 q,1,5
cay,454,3
exú,1,2
vea,194,16
omf,2,2
ú é,2,2
m ',1,4
fas,505,408
os¿,3,1
jen,230,39
ciu,1482,42
-a ,2,190
 do,1,2
ª f,1,2
joh,696,499
 ḥa,2,1
s:¿,2,1
s"¿,3,1
oke,22,8
êmi,1,147
yed,7,1
 öz,1,2
s-p,2,20
538,2,2
(e ,1,9
¡¿n,3,1
ohó,36,1
icó,424,98
»er,2,1
iôs,1,2
jód,6,1
 g-,2,1
» c,2,1
feñ,2,1
ghe,3,1
egá,28,45
koy,4,2
epç,1,61
aôn,1,4
tak,28,23
al:,6,10
ó b,169,33
tob,517,10
g"",6,7
rzu,7,1
¡ja,18,1
1:3,4,3
e 5,93,95
sna,26,23
 ts,16,15
400,18,26
é 7,1,6
os’,2,1
1 é,1,6
r"t,2,1
 ss,1,2
lsã,1,7
úra,88,1
d4 ,3,3
17h,1,4
ac-,1,3
a’ ,2,3
h2;,2,2
896,2,3
níz,2,1
coo,101,220
ujó,46,1
""à,1,27
zi ,6,24
'c',1,2
lam,3987,1392
ıl ,1,2
izs,2,1
mít,101,8
№ 7,2,1
órs,1,3
á 7,1,5
rsb,9,12
íbd,1,2
ez),2,2
ñet,54,1
il ,2210,2856
ko",2,1
f w,1,2
n 9,11,1
19 ,24,36
fis,101,282
he",4,3
198,53,42
 tá,51,298
jaf,4,7
―so,3,1
naç,1,437
dur,2754,1954
fee,1,10
lzb,3,2
lja,2,6
vêm,1,126
qüe,1,3
izn,12,1
"tê,1,8
―no,2,1
72 ,6,5
 (',1,3
(9 ,2,1
cés,1625,57
-br,2,44
ap:,2,2
07 ,7,3
ulh,1,2584
lto,1309,1620
hil,530,193
-ων,1,2
"ll,208,1
nuj,13,2
 'd,7,10
trr,2,1
z-l,1,14
7 l,4,4
giz,4,40
¿ji,3,1
lé ,183,23
el»,3,1
árs,96,1
eií,1,2
ibã,1,2
"ba,69,65
aik,14,10
two,3,3
 —v,4,1
clé,4,8
 jê,1,3
306,2,2
+5),1,2
jea,104,60
ez",8,3
nbo,2,5
lc ,1,2
os”,2,11
z g,31,28
gaú,2,4
 ma,26359,37718
nze,9,291
-ov,1,3
'ya,3,1
hií,3,1
lú ,2,1
- 5,2,1
-bá,2,1
díj,3,1
 08,2,1
inv,1791,1017
sła,3,2
oná,38,576
am ,1,3
erc,2795,1943
¡pr,46,1
arf,17,74
exí,1,46
¡gl,5,1
ón",41,1
285,2,1
bt+,2,1
ębo,2,3
jló,4,1
uaj,227,3
: ó,1,2
ète,2,2
r q,3,2
1tb,1,2
uu",2,1
sh",2,3
u x,5,14
yod,3,2
gón,64,2
 añ,3881,1
ubn,4,2
tel,3409,2805
bog,261,3
nmu,58,1
múl,29,23
gu ,2,4
isj,2,3
te¿,3,1
sór,8,29
açá,1,11
oji,26,5
rií,3,2
17 ,24,27
g1;,2,2
áya,23,1
dej,3686,32
div,1142,1534
 x ,16,27
dó ,1223,22
 p',3,1
/02,1,2
k: ,3,1
lkl,2,1
n¿s,2,1
rí-,1,2
doñ,5,1
kas,20,17
' c,3,2
góg,2,3
"¿i,9,1
moi,152,189
tif,348,391
ipô,1,3
es-,4,49
eyú,2,1
adm,583,567
 3',1,2
únc,4,102
763,2,1
y j,334,43
puz,16,7
lyo,5,9
es”,5,4
υμε,1,2
– q,1,12
iug,1,3
a‘ū,2,1
ázq,3,1
ekt,2,1
 az,705,519
ênd,1,195
íja,30,1
«ma,10,1
 95,9,6
méo,2,1
»«a,2,1
0kg,1,2
éxp,1,2
tól,63,58
n ',9,1
«¡b,2,1
‎po,1,2
¡sé,25,1
196,39,44
onv,1265,2373
pss,2,1
pu ,4,11
gsp,1,2
ó p,1059,443
xo:,3,3
uví,3,3
uzo,26,49
deg,51,68
 -ο,1,2
/ v,1,57
13 ,27,44
idt,6,2
576,1,2
rmá,62,167
cxe,1,2
(`),1,2
"oc,15,6
oh ,41,28
“ei,1,3
rek,8,1
69 ,4,5
bwa,2,1
"yo,728,6
ngê,1,82
 mü,5,3
i-l,1,375
vou,1,5171
buk,5,5
o"¿,2,1
tus,1404,84
cih,1,2
6-2,2,1
erõ,1,8
ael,189,241
ázi,6,4
tue,34,38
"—s,4,1
b l,11,4
s g,3635,2291
é ¡,2,1
y f,1085,308
iq ,1,8
ocr,193,165
túa,87,1
ç ),2,1
aie,4,14
ho:,8,14
apc,2,4
irc,227,186
uei,4,2450
bq ,2,1
tío,383,5
erf,592,717
95 ,5,4
noo,8,3
rda,4875,4566
árq,10,8
a8 ,3,2
car,8270,13408
834,2,2
õe-,1,32
máv,1,116
 e ,1,4
uvr,3,7
—¡v,2,1
icn,54,4
crá,66,36
tób,60,1
0°c,2,4
-kv,1,2
gín,15,9
¡ir,6,1
únt,92,1
iic,1,2
 b ,16,26
 jm,3,1
ntú,6,2
 ―n,2,1
cif,110,70
t-v,2,1
avo,3633,3866
osp,730,499
dea,1462,186
isz,3,4
¿ta,40,1
eph,17,14
lat,1552,1286
vác,1,5
idv,2,1
eft,1,4
uap,276,2
52 ,3,3
 zá,4,2
udi,3358,411
aró,384,14
ré:,3,1
záv,1,6
kiz,2,2
vim,691,629
bam,536,203
lle,8923,80
% ",1,2
; h,21,9
poo,13,11
jog,6,2760
neɣ,2,1
ui ,655,4288
rof,1650,2118
oss,12,10116
maś,2,1
 -t,3,1
ka-,3,1
suñ,4,1
a-e,7,5
úga,1,6
ar",29,37
ô c,1,22
eac,150,17
·1 ,2,2
gor,533,3737
oi ,5,8093
ngn,2,4
str,8551,6494
wil,41,30
rpú,1,3
moh,94,7
dup,32,57
lié,12,3
róp,37,955
rég,58,25
ô-l,1,6
r);,1,4
à s,1,425
hba,2,4
""t,498,663
ivi,2541,1050
»¡d,2,1
0km,2,1
 4ª,1,2
a);,1,3
usi,944,293
(sp,2,1
ngm,4,2
iel,1088,171
nón,45,5
yyy,2,1
mê-,1,27
et-,1,3
0h2,1,2
" à,1,2
 gb,3,1
rúg,1,9
pín,6,3
—e ,1,3
scr,2832,3761
të ,1,2
: é,14,28
uzn,12,1
mha,2,1
cpe,1,6
zav,2,46
lús,7,1
wle,1,2
"or,17,51
jín,13,1
ch ,70,44
lek,9,3
sul,1084,868
ôre,1,2
p h,3,3
05),2,2
vos,2196,2543
»se,2,1
çoq,1,2
day,4,4
18%,3,1
ívi,11,143
úho,29,1
490,3,2
hul,45,6
 ać,2,1
sóp,3,1
c t,8,9
 kr,6,15
 ar,1,4
ise,530,1421
tka,1,3
arõ,1,25
huz,20,2
mên,1,89
ekí,28,1
tom,30574,46394
3 t,5,4
ubt,44,40
642,3,4
 pb,2,3
anl,35,6
gíp,1,92
mód,12,8
löc,1,2
ood,26,26
pps,5,2
: f,12,35
ça…,1,2
“a”,1,3
é-e,1,2
 kj,1,2
»zi,2,1
 bô,1,3
/(a,2,1
ptd,1,2
581,1,3
abs,499,484
dêr,1,2
égu,5,33
haç,1,53
cúa,10,1
has,5683,2911
ady,14,6
ále,135,9
t-s,5,8
lm ,9,8
 nã,1,2
u-r,1,2
¡mr,2,1
uxá,1,5
hod,1,2
ie ,2295,512
ngv,2,1
yaw,1,2
al»,2,1
pie,4339,103
quó,2,1
unm,3,1
hán,29,1
nêm,1,3
sag,142,791
i_e,1,2
adó,261,1
joz,3,2
zoi,4,47
 ¡g,15,1
n» ,5,1
ndu,1081,548
bi-,1,7
έλη,1,2
 íx,1,2
zər,2,1
eác,1,2
óis,1,121
 ¿o,82,1
frá,41,46
wi ,2,2
968,5,4
xor,10,18
díd,2,1
pús,3,16
'id,1,2
íal,8,1
siv,365,399
eşi,2,2
aul,256,1143
86 ,4,3
bl”,1,2
atp,2,1
«¡t,6,1
 dí,4352,111
rct,2,3
—nu,2,1
onã,1,4
ba ,9542,756
30h,3,2
40-,2,1
ph ,5,8
luc,1234,243
tiq,76,75
hai,42,61
ñas,703,1
»no,15,1
uic,299,140
503,2,1
ze),1,2
-00,1,4
539,2,1
smé,6,11
 05,3,3
teo,353,297
+ 5,2,2
em-,1,668
- u,6,17
úch,35,4
bír,2,1
à m,1,700
408,1,2
nue,5923,134
38 ,6,5
ño",2,1
 c+,2,4
 jb,2,1
gdo,2,3
cyn,2,2
¿je,2,1
" (,15,23
""w,9,7
yhá,2,1
vaz,11,288
''u,2,1
745,2,2
n” ,2,8
ten,19269,14719
abd,69,55
'ar,4,2
uga,3012,1922
517,2,1
fit,30,80
mím,1,4
sso,43,29704
411,3,1
çúc,1,243
fcc,1,2
req,192,678
/ b,1,18
no',2,1
oën,3,2
rt",1,2
856,3,2
"en,2101,619
bye,4,1
êsp,1,4
—¡r,4,1
aoi,6,6
ajá,35,4
tun,813,411
"—¡,20,1
sóz,1,3
»¡i,2,1
] e,1,2
8 º,2,1
'"",6,6
¿ya,268,1
l ',3,6
ólo,1402,86
gg ,3,2
ú t,169,5
mió,547,1
ó ñ,2,1
 rê,1,3
+ 9,2,1
toí,5,1
 f-,2,1
lbs,2,1
u m,1629,5336
 dn,15,32
l)",2,3
 €3,1,3
pt ,4,4
""k,15,15
xta,18,170
y-z,1,2
rl ,13,9
159,2,5
); ,2,17
​so,1,2
rle,1838,41
te»,3,1
e"p,2,3
eĺ ,2,1
emp,11096,10139
pek,45,5
tr ,8,4
y 4,7,1
s w,38,6
go»,2,1
– /,1,42
hoe,3,9
ún:,2,1
dof,3,4
rpd,2,1
11/,2,3
isa,1575,8538
130,2,4
lyd,3,3
bux,2,1
s –,10,69
bix,1,2
nhe,51,6529
8; ,2,2
ag ,4,5
m s,2639,9892
"—e,6,1
ac),1,2
ilõ,1,4
1 i,2,3
hmu,2,1
buy,79,3
írg,2,27
o g,1417,4904
si",2,2
ey),2,1
 by,6,2
juy,3,1
: h,25,11
gm),1,2
535,2,2
c-s,1,2
n ",121,1
ehú,20,1
ows,20,29
yku,2,1
d ¡,2,1
728,1,3
eem,131,161
d ",2,2
— d,5,20
"ol,25,197
chc,2,1
á 5,1,6
bre,9506,5305
ma-,6,96
êre,1,2
 c7,2,2
óti,88,436
0 t,17,15
rée,30,1
érr,22,17
 l3,1,2
en;,11,2
ãoe,1,3
co₂,3,2
(rá,1,2
4 (,2,3
5 °,1,4
0 n,7,12
jot,32,1
léc,196,42
étu,1,28
uát,13,18
25 ,42,35
 -m,4,1
 ej,682,4
zmá,2,1
hel,501,137
sfa,98,175
ypa,1,2
chá,74,461
xpr,294,334
 ac,7818,14064
b u,2,17
π"",2,2
a-c,18,322
ics,22,3
-ir,1,15
é j,63,237
f-s,1,2
-92,2,1
euu,15,1
tnã,1,9
o (,29,68
¡tú,43,1
è u,1,2
-ru,1,6
ecú,1,2
 46,3,3
úye,6,1
1x1,1,2
ezr,4,1
ndó,157,1
"1 ,1,2
“r”,1,2
 '',8,34
lua,22,349
pym,2,1
ibe,847,404
i y,284,3
zim,18,20
685,2,2
-pr,14,48
cóp,86,160
uze,13,230
 75,10,11
ó"n,2,1
acã,1,32
-bú,1,2
eɣ ,2,1
ánt,2030,1
rzá,6,1
"má,67,4
uís,63,162
ojt,2,1
hhh,5,2
pt-,2,2
g-b,2,4
obe,469,699
óbv,1,78
voz,370,407
ap),1,2
'"o,1,3
máq,226,250
ŝi”,1,2
tne,5,3
º d,1,12
lvá,14,33
5nq,2,1
é ",6,36
peg,405,1515
 mp,12,12
xub,7,11
- ¡,14,1
"op,8,6
"tí,7,2
 uu,8,6
ĝar,1,3
bce,8,17
lcú,2,1
lpá,1,8
égi,44,147
bvi,141,147
xtu,9,8
apo,1419,1716
-te,3,609
bi),2,1
»él,6,1
't ,3,1
op",3,1
416,2,3
inó,475,26
xás,1,2
ale,6696,3584
134,1,2
ip ,8,7
”é ,1,3
m-f,1,4
yli,12,8
(fo,1,3
“àq,1,2
mi6,2,2
uir,1305,1221
«¡s,6,1
ácl,2,1
h-o,1,2
sap,452,1132
uñe,211,1
 ms,3,5
5 e,11,24
sé—,2,1
r r,1,2
til,1642,1454
ll-,2,1
l; ,36,44
ke",2,2
urá,13,60
cca,7,6
qué,11939,33
ne-,2,25
:33,1,2
59;,2,1
49%,2,1
"iu,2,2
(du,1,2
gi-,1,12
ro¿,2,1
'"b,1,2
hap,78,325
 9h,1,13
ú: ,1,8
96 ,3,6
ham,791,3317
«ay,5,1
tás,2404,561
nuv,1,170
rca,2431,1288
rrí,334,340
o»¿,2,1
6-1,2,3
afu,233,98
rls,17,23
 «j,2,1
lab,2399,241
s 6,53,53
jn",1,2
€"",2,1
joy,69,3
g1 ,1,2
…"",2,2
 zn,1,2
hãh,1,2
ãs ,1,235
l 7,13,1
his,1320,1090
íta,134,8
s"",214,180
het,61,174
lul,250,460
re ,2,2
«oj,3,1
tav,79,8844
 ió,2,1
ami,7274,5973
173,2,3
fin,2391,1856
ti”,1,2
hry,2,3
oim,7,40
kse,4,1
 71,2,3
ns:,1,7
321,2,2
mod,1079,992
 ré,75,86
hãq,1,2
 às,1,1606
1)',2,1
boç,1,22
xuv,2,1
léi,21,4
eúl,4,1
yar,87,4
e v,11315,21517
frâ,1,6
sme,58,305
»te,3,1
gaj,30,15
chõ,1,4
"pó,11,1
odu,707,575
r ê,1,5
apé,34,362
nuc,119,90
áta,111,2
s(t,1,2
nsa,4492,4118
nns,3,1
¿ke,7,1
kst,1,2
uyá,6,1
-ar,2,13
d d,1898,30
iou,2,555
vyv,2,1
esé,71,1
lsi,220,106
cên,1,237
βοη,1,2
fat,123,552
pak,9,1
véa,5,1
nru,2,19
lpr,1,2
 “d,5,13
tó ,3570,10
b6 ,2,2
iés,43,3
eps,17,16
voo,1,212
tõe,1,173
¿ p,2,1
n: ,105,5
etn,35,60
éno,6,2
1 t,2,2
2 a,24,40
zij,1,2
doz,2,106
x-m,8,21
rái,156,1
ába,647,194
zgá,2,1
ónc,6,1
akh,1,3
odn,1,2
gee,3,1
/ed,2,1
ttw,3,1
hoa,10,6
0 c,54,37
gaw,16,17
 x²,2,2
n-e,2,1
egg,11,15
eai,1,139
r&b,1,2
8x8,2,2
ex',1,2
u-t,2,14
cíp,13,173
co ,3,2
pé;,1,3
2·1,2,2
sé:,5,14
-af,1,10
«oy,2,1
"—d,5,1
"«v,5,1
túb,3,1
 hó,2,53
→а»,4,1
séc,7,221
peé,14,1
ic ,64,19
»¡s,2,1
"«n,8,1
ntë,1,3
 ro,4134,3121
tlu,4,1
naf,12,20
dê ,1,423
rl',2,1
r-1,1,3
en”,1,3
năo,1,2
r í,1,3
iwá,8,1
ivé,4,67
—ya,2,1
lgá,8,28
ipá,16,10
ziu,1,120
etú,5,4
cni,170,99
" c,25,21
pät,2,2
œur,2,1
gza,2,1
o n,1,2
roh,230,3
m-v,1,236
tít,97,69
í (,1,3
sbe,11,10
åne,2,1
ó 2,6,3
ó h,599,34
lie,1045,206
edr,749,615
cem,386,1153
ó 9,3,1
yuc,5,2
fnf,1,2
ofi,608,428
thi,13,13
"¡o,91,1
xa",1,3
vli,2,1
hiz,1607,5
000,225,197
’ o,2,1
-ku,2,1
c j,2,3
njô,1,2
odo,9901,6822
""“,1,8
​​d,3,2
"-j,2,1
gú​,2,1
vió,1216,1
iñe,79,1
rbe,72,145
¡ho,78,1
des,16446,13805
 -",8,1
abc,6,8
 ph,23,22
¡ee,2,1
z x,1,6
eas,977,132
d-e,2,1
fy ,2,3
vri,1,21
40k,2,1
oaz,1,25
zán,27,1
ci",2,3
 : ,4,1
esã,1,22
héi,14,1
(ge,1,3
vse,2,1
uz:,2,1
riz,726,614
d's,11,8
zót,1,3
jed,280,7
hcl,2,1
art,7987,7207
fuí,2,1
‎vo,1,2
lea,1272,154
sça,1,28
apá,339,11
pal,2627,2451
 ak,21,13
dol,1025,202
é) ,1,3
sáj,2,1
 le,16209,7046
nâm,1,14
¡va,134,1
ítr,9,13
mça,1,2
bán,6,1
hbe,1,2
'di,2,1
vol,3001,3295
úñe,2,1
kc),2,2
 58,5,8
híb,53,7
0 o,11,9
ərb,2,1
s-á,1,2
"—m,4,1
nsã,1,187
u $,1,3
zza,143,171
yno,2,2
191,16,24
lo:,20,29
''",3,11
rke,22,16
lór,8,91
59-,2,1
lá ,552,1174
ro),7,8
r ",68,70
lif,162,101
exd,2,1
ª r,1,2
cañ,87,1
9x9,2,3
982,4,4
te”,1,9
lír,6,29
cr ,2,1
ipë,2,1
évi,3,15
r-o,3,2
/s²,1,3
néd,2,5
z 2,3,11
oyǔ,8,1
² s,2,1
uê-,1,4
 bê,1,241
suj,135,274
"fu,210,68
"pf,1,3
mív,1,6
"té,6,1
emé,23,202
ôss,1,28
h2o,3,2
 nê,1,6
 rz,2,1
 cc,2,3
f1 ,2,2
 'p,9,5
eka,3,2
;"e,1,2
âle,3,1
(ci,1,3
bañ,593,2
úja,10,1
éu:,1,3
nve,1775,2629
brã,1,38
 må,2,1
eóf,2,1
eml,3,5
oan,21,131
033,2,1
rka,6,2
zva,1,2
'"s,1,2
bdo,36,13
oq ,2,1
k l,20,5
teg,343,361
»co,2,1
rck,2,1
rgó,47,1
ua-,3,32
omí,372,82
seú,8,1
rua,35,680
luç,1,307
áhu,18,1
omn,47,16
¡eg,2,1
efr,152,127
 $8,1,2
sóv,1,24
igw,3,1
doç,1,29
góm,2,1
oçã,1,167
içá,1,4
z s,242,359
ã: ,1,5
 wr,5,4
daú,1,2
usb,12,5
úsi,810,1076
 94,2,2
—¿é,2,1
j m,12,9
 ax,15,11
za:,9,1
êxo,1,5
mañ,2906,1
- h,6,3
é o,304,4683
—a ,1,2
 vg,4,1
va”,1,2
"j ,1,2
plé,44,3
lom,302,171
o @,2,2
eí ,210,1
mí;,3,1
úcr,2,1
ipr,23,43
8 y,8,1
nóf,8,6
'da,1,2
sán,139,2
vál,49,48
snu,112,7
7 k,2,3
weh,1,5
acu,1490,562
84",2,1
 gó,10,11
5 ú,2,1
"la,3215,111
nfe,1559,938
iry,3,2
ã h,1,18
530,2,1
bíc,6,2
—¿c,5,1
6 c,6,2
tóm,204,3
ic;,2,1
·3·,2,2
séd,1,4
pé ,72,255
7 g,4,5
¡je,2,1
o q,2,2
 № ,2,1
80 ,32,32
¡os,8,1
ǔ y,2,1
lcl,7,14
oté,68,34
7 j,1,2
s ‘,5,1
aqv,2,1
efâ,1,2
êli,1,2
dae,10,4
 ex,1,2
üe ,15,1
hov,25,785
( *,2,1
’ c,3,2
vre,4,428
í e,1317,67
bby,31,47
ngf,2,1
tzé,1,2
avé,227,180
003,5,21
bar,2751,2078
nça,4,5065
» r,5,1
ki ,91,111
< y,1,2
o é,1,2
ine,4037,1380
bo:,1,4
sen,4190,10506
pói,3,1
az),1,2
naw,16,5
sa',1,2
– «,2,1
stã,1,4239
cs ,9,2
; o,17,138
dma,2,1
tál,69,222
sed,279,290
fã ,1,30
dib,282,13
 ág,51,1571
'マリ,2,1
raf,533,648
shv,4,2
mok,5,16
ítm,6,4
énu,1,7
mp3,11,11
hág,50,1
deс,2,1
osz,2,2
¡¿d,3,1
pór,32,22
yan,604,83
vo”,1,2
mã",1,3
sa",18,16
as;,65,88
ezq,27,1
höl,2,1
mãz,1,18
elg,258,73
 s ,2,1
& w,1,2
e4:,1,2
d e,1572,51
pês,1,30
dún,3,2
a—r,2,1
​​e,3,3
êba,1,193
951,2,5
tea,566,379
d í,2,1
аch,1,2
ri-,1,46
ra-,13,344
ósm,7,12
idd,5,4
 8p,1,2
órr,14,2
txt,2,3
""s,806,901
hac,11576,23
"ey,5,2
rám,59,13
ahh,7,2
ipó,77,81
 «n,62,1
ách,19,1
 àn,2,2
«gr,2,1
ulâ,1,36
wf ,1,2
cia,9886,8077
) –,1,3
pso,15,21
epb,2,1
''a,1,5
 ye,255,6
(oh,1,2
loy,7,5
ace,11914,1773
sb ,4,1
bíf,2,2
15º,2,2
hyl,2,2
d’a,1,2
a ‘,3,3
nqü,1,3
vor,3541,4213
emí,65,33
"eu,8,6222
ahe,4,5
 gâ,1,3
pás,91,375
-¿h,2,1
oel,43,270
aft,19,14
ta ,25527,19470
¡aq,21,1
10:,10,6
awe,2,2
% á,1,2
lba,126,17
zuñ,6,1
kus,16,7
z z,2,3
 sp,48,35
vae,2,2
nou,7,1480
faq,1,9
bón,135,1
teá,3,5
7p ,2,1
os¡,2,1
aqu,6056,10962
iok,2,3
vãs,1,4
êbê,1,2
udé,88,32
buz,60,15
rób,5,7
ulô,1,9
 ec,1177,310
nso,1166,1006
afo,429,261
zl ,2,1
lke,5,4
(20,1,2
fúg,1,12
 ww,4,1
fié,17,22
gha,19,8
klu,2,1
40%,5,9
gn ,1,15
- 1,1,4
6 k,5,2
xéq,1,2
0ºc,4,4
lól,3,2
“lí,1,2
tul,267,160
teí,63,61
3 g,2,4
 úb,3,1
π d,2,1
ptí,1,20
 f ,2,3
"—o,2,1
váq,1,13
ubú,1,15
('a,1,2
nki,15,14
e'",2,1
abi,2910,2374
790,2,1
"gê,1,3
yma,6,12
kai,54,23
dmo,3,8
xfo,15,10
anú,1,39
 fú,340,30
ma",8,14
ifa,66,80
g (,1,2
 tú,1435,70
naz,217,18
am¡,2,1
exõ,1,23
úpc,1,4
sop,699,298
th",4,4
ańs,2,1
im),1,3
ôr-,1,24
"pl,23,11
êm ,1,1618
to;,41,54
64g,1,4
771,1,2
88º,1,2
bai,564,1307
¡us,28,1
"pa,797,946
''t,2,2
116,1,2
e 4,65,62
muz,5,1
rãe,2,2
lô",1,3
exê,1,2
níb,10,4
i í,3,3
em ,1,6
ntí,783,184
exâ,1,2
878,1,4
fáb,141,101
tub,231,361
ĉu”,1,2
/ ",1,4
'b',2,1
8-6,1,2
rm",1,2
"sé,177,10
slu,16,19
rá-,1,355
táf,12,13
beó,4,1
'"n,1,3
tcó,2,1
atc,8,15
al—,2,2
mza,2,1
 dā,1,2
e/e,1,11
mix,11,5
17),2,1
“pá,1,2
( `,2,1
ufu,4,5
da ,16692,30979
e+ ,2,3
sun,412,465
 [r,1,2
oyp,1,2
eri,4210,11765
shq,2,1
fu ,11,6
ezm,7,1
nim,1169,1574
3 i,4,1
 yó,2,1
c f,6,10
inú,228,170
¡oy,14,1
8 o,2,2
efé,2,23
skl,1,2
eáv,1,11
gac,289,33
idg,13,10
nk",2,1
 hi,6720,1470
feó,2,1
gmi,2,3
cki,13,9
yul,2,1
npq,1,3
d é,10,42
esp,13266,11961
bo",2,4
 j ,2,3
sc ,2,1
são,10,8553
-of,1,3
aty,4,8
7 o,2,3
ça",2,6
עַל,2,1
hak,44,41
árg,28,3
 tx,3,3
oám,1,2
a"é,1,2
píx,2,1
rát,69,251
zê-,1,304
 r ,1,3
soa,6,4171
 «o,7,1
reó,67,6
lph,5,34
nsí,31,136
/li,3,1
rnú,3,1
rpõ,1,3
2-2,1,2
aeq,3,1
orh,2,1
“ai,1,3
ínc,92,126
r-y,2,1
ook,113,238
"yu,8,5
akr,4,2
xīn,2,1
16%,1,3
„se,2,1
 80,32,32
git,167,442
órn,4,46
ocô,1,15
– b,1,3
"hi,80,7
omd,1,2
(¿d,2,1
arí,5288,156
xid,63,40
 oe,67,32
“lo,2,2
te:,37,67
ês-,1,27
uzu,13,10
ceb,260,1448
ne",4,8
yap,1,2
 sã,7,5946
dúv,1,257
dan,1831,2362
bex,1,12
é a,2089,5848
aow,2,2
"av,17,26
но",1,2
sm-,1,2
"hr,1,2
rez,799,1025
 oc,2639,1528
áud,2,24
xeo,4,1
tty,55,42
çav,1,86
róf,48,5
 ii,21,19
nyu,6,1
938,3,2
ns",4,6
xió,60,1
 yé,5,1
” p,2,4
% t,2,1
usó,166,4
fey,2,2
mom,1034,646
gvo,2,1
éit,3,1
ekh,4,4
láa,1,2
7 7,2,1
añá,23,1
yth,4,6
 rn,1,6
«ah,3,1
otz,2,1
sí',2,1
brá,394,26
 зе,1,2
ño ,2992,2
ské,3,1
 c6,2,3
«si,11,1
uom,3,3
noq,6,1
tyc,1,8
mux,1,2
"pt,2,2
 o',2,3
 “c,7,4
ouq,1,133
 ds,3,5
etõ,1,4
 «ĉ,2,1
171,1,5
p r,3,1
""d,355,438
de ,91084,85259
áva,37,520
le-,2,32
íba,77,12
¡up,3,1
'me,2,2
w i,1,3
942,1,2
"ún,2,2
cic,824,629
 7 ,31,46
ohm,1,5
r p,4080,6772
 e/,1,3
x³ ,1,2
lu ,6,3
s t,11054,8500
sbt,2,1
ugó,57,1
oné,461,51
sla,522,106
e:-,1,2
σου,1,2
nll,19,1
ba),2,1
pók,5,1
xd1,1,2
vaç,1,159
ófo,51,13
rel,1951,2408
 76,3,6
‘pe,2,1
oy',2,1
 st,1,2
 là,1,3
cud,138,85
 21,28,41
rok,6,5
ues,7453,794
rco,785,734
 rv,1,2
022,3,11
7 r,2,2
ntg,5,3
"tã,1,8
t) ,1,3
bia,1251,1919
póq,24,1
¡pó,2,1
(ne,1,3
'tu,1,2
5h3,1,4
/20,2,3
iks,3,2
70º,2,2
hua,79,30
uzm,2,1
2/4,1,2
-zá,1,3
ame,8723,9070
wal,32,24
ixo,11,2028
úpa,13,1
lém,31,319
 nó,15,2133
mie,5000,13
 38,5,7
ráe,68,1
—¿q,8,1
ix ,15,16
úbe,13,10
ayb,5,3
óni,393,62
víc,102,47
¿cl,2,1
żdy,1,2
sí),2,1
bp ,1,2
(mi,3,3
-qa,4,2
apf,5,1
e ñ,6,1
beo,19,6
arâ,1,3
ifl,45,9
apn,2,3
10º,2,3
ixá,1,69
pôr,1,148
ēng,5,1
ucó,10,2
clâ,1,2
s d,2,3
iét,34,33
éu",1,3
zgu,28,1
e…v,1,2
n ĝ,1,2
·k),1,2
raa,6,4
ypl,1,2
ója,10,1
10 ,117,134
0 ó,1,2
vez,3966,4577
-ce,3,7
a m,27182,29969
rgs,3,1
3º ,1,3
aob,4,2
nuo,78,204
yái,27,1
uli,322,199
dáv,49,459
 pl,3311,1948
) ¿,2,1
a-1,3,4
ter,9138,13624
149,14,16
mút,1,27
yuy,2,1
 op,1541,1140
suq,2,1
 uk,12,2
zga,124,2
rag,685,845
971,6,6
tu ,6032,1416
bíq,2,3
oll,766,39
tá ,1,2
pud,1335,709
tíb,16,4
:¿c,2,1
idô,2,3
rân,1,263
u o,1,2
rtí,354,60
wab,2,2
n; ,56,4
 6h,3,13
egn,4,5
; n,74,118
g'e,1,2
¡st,3,1
z-n,1,7
(3+,1,2
rjó,4,1
h15,1,4
rk',1,2
gmt,1,2
“fe,1,2
